metric,value
count,7567
mean,1.2072906156365293
median,0.9023865423711106
std,2.206773382891959
min,0.013607261571667733
max,41.38644531556228
p25,0.6566270020402556
p75,1.1478443280030943
p90,1.6208540340523354
p95,2.3094085324161506
speedup_gt_1,2915
speedup_gt_1_pct,38.52253204704639
