speedup,baseline_time,verification_time
1.0322,11.4843,11.1260
1.0745,12.5613,11.6899
1.0590,12.5613,11.8620
1.0097,12.5613,12.4404
1.9647,36.0515,18.3496
1.3716,36.0515,26.2836
1.2573,36.0515,28.6743
1.3388,36.0515,26.9278
1.6759,36.0515,21.5115
1.3035,36.0515,27.6571
1.3129,17.2914,13.1707
1.2654,17.2914,13.6648
1.1754,17.2914,14.7107
1.3455,17.2914,12.8509
1.1822,17.2914,14.6265
1.3500,12.0314,8.9120
1.0943,14.9114,13.6261
1.0006,14.9114,14.9024
1.0550,13.5143,12.8096
1.0066,13.5143,13.4262
1.0008,13.5143,13.5036
1.0793,14.1946,13.1513
1.1860,11.2796,9.5103
1.1784,14.1326,11.9926
1.2648,12.7367,10.0705
1.0999,14.1477,12.8632
1.1054,12.3559,11.1779
1.0850,12.3559,11.3882
1.0648,12.3559,11.6037
1.1703,13.4027,11.4524
1.0936,13.4027,12.2554
1.2228,12.4287,10.1641
1.1704,12.1869,10.4123
1.1075,12.1869,11.0038
1.2715,14.8808,11.7035
1.3262,23.9223,18.0381
1.2805,23.9223,18.6816
1.1978,23.9223,19.9712
1.1346,23.9223,21.0837
1.4433,23.9223,16.5748
1.3965,23.9223,17.1307
1.4449,23.9223,16.5569
1.3810,23.9223,17.3225
1.1286,12.8494,11.3853
1.2450,17.5411,14.0892
1.0749,17.5411,16.3188
1.1650,12.9407,11.1081
1.0445,11.1907,10.7139
1.1636,11.1907,9.6174
1.1275,13.6065,12.0677
1.2132,11.2992,9.3135
1.5171,20.1874,13.3069
1.3766,20.1874,14.6648
1.0251,20.1874,19.6934
1.1626,10.8370,9.3217
1.2113,13.7336,11.3379
1.0212,13.7336,13.4483
1.1685,12.7054,10.8733
1.1475,12.7054,11.0726
1.1325,12.7054,11.2191
19.8804,342.1041,17.2081
12.7530,342.1041,26.8253
12.6160,342.1041,27.1168
1.0890,12.5305,11.5066
1.0134,11.1799,11.0319
25.3212,383.9498,15.1632
16.1684,383.9498,23.7469
14.8839,383.9498,25.7963
4.7878,383.9498,80.1931
1.0132,14.3626,14.1759
1.0086,14.3626,14.2398
1.4185,30.8311,21.7343
1.3688,30.8311,22.5244
1.3196,30.8311,23.3633
5.8708,97.7257,16.6460
5.0484,97.7257,19.3577
4.8865,97.7257,19.9992
4.0527,97.7257,24.1136
1.0826,14.9968,13.8528
1.0804,17.5450,16.2392
1.0461,11.2997,10.8022
1.4380,39.5091,27.4752
1.6406,39.5091,24.0819
1.4758,39.5091,26.7719
1.2021,12.6084,10.4882
1.2219,12.1931,9.9784
1.0384,11.3426,10.9231
6.8804,111.5715,16.2158
6.6858,111.5715,16.6879
6.2072,111.5715,17.9745
1.3587,24.1108,17.7455
1.3383,24.1108,18.0159
1.3055,87.7507,67.2138
1.0167,87.7507,86.3123
2.4637,30.2734,12.2876
1.0183,10.7539,10.5604
21.1059,306.2410,14.5097
1.0090,10.8945,10.7970
1.0029,11.9199,11.8855
1.1129,20.1150,18.0744
1.1252,20.1150,17.8770
1.3766,20.1150,14.6125
1.2242,20.1150,16.4313
1.0766,20.1150,18.6843
1.0521,20.1150,19.1195
1.2242,20.1150,16.4305
1.0738,20.1150,18.7327
1.1696,20.1150,17.1981
1.0219,20.1150,19.6844
1.0471,11.9740,11.4355
1.0468,12.2163,11.6699
8.4378,124.3938,14.7424
6.4206,124.3938,19.3741
1.0105,10.2069,10.1012
1.2025,13.2453,11.0146
1.0031,12.5357,12.4970
1.0119,12.5357,12.3885
1.0361,16.1468,15.5837
1.0046,16.1468,16.0735
1.0047,16.1468,16.0718
1.0629,17.2054,16.1879
1.0119,17.2054,17.0038
1.2023,16.3832,13.6267
1.0763,14.8209,13.7702
1.0145,14.8209,14.6088
1.0193,14.8209,14.5399
1.0092,14.8209,14.6853
1.0452,14.1946,13.5806
1.3053,15.3503,11.7604
1.2682,15.3503,12.1037
1.6030,32.9148,20.5335
1.4286,32.9148,23.0399
1.4209,32.9148,23.1648
1.0562,28.9491,27.4099
1.7167,26.3495,15.3491
1.0222,11.4295,11.1817
1.0531,15.0513,14.2920
4.3107,159.5689,37.0171
1.1865,159.5689,134.4824
1.0621,14.6811,13.8226
1.0197,14.6811,14.3972
1.1174,14.6811,13.1387
1.0659,14.6811,13.7739
1.0024,14.6811,14.6459
1.0570,12.9434,12.2453
1.0321,12.9434,12.5412
1.5227,432.6910,284.1593
1.2260,432.6910,352.9180
1.0048,432.6910,430.6420
1.5202,20.6328,13.5729
1.3202,20.6328,15.6285
1.9420,27.3558,14.0864
1.6160,27.3558,16.9276
1.5459,27.3558,17.6955
1.2751,27.3558,21.4547
1.2173,27.3558,22.4725
1.0092,27.3558,27.1055
1.3219,27.3558,20.6949
1.2711,27.3558,21.5212
1.1761,27.3558,23.2591
1.0046,18.2913,18.2083
1.1767,15.0013,12.7487
1.0573,15.0013,14.1882
1.1224,11.8031,10.5156
1.0459,11.8031,11.2855
1.0667,11.8415,11.1014
2.1129,28.6060,13.5390
1.6796,28.6060,17.0317
1.2837,19.7604,15.3935
1.1912,12.2662,10.2976
1.7255,40.9611,23.7382
1.6008,40.9611,25.5881
1.2908,40.9611,31.7325
1.2362,40.9611,33.1340
1.1818,12.3013,10.4086
1.0420,11.9595,11.4769
1.2924,11.8763,9.1896
1.1101,12.0660,10.8696
1.6153,28.4836,17.6340
1.5196,28.4836,18.7438
1.0360,13.1067,12.6519
1.1006,10.7135,9.7339
13.5075,338.3405,25.0483
13.3321,338.3405,25.3779
1.5224,338.3405,222.2392
1.5401,106.1076,68.8984
3.8166,81.3600,21.3172
1.0889,12.8944,11.8420
1.1729,19.9703,17.0271
1.2786,37.4740,29.3087
1.0423,37.4740,35.9539
1.0203,12.1101,11.8697
1.1227,11.1164,9.9014
1.2066,11.8869,9.8512
1.2180,11.9672,9.8251
1.0422,15.8942,15.2510
1.2080,16.5181,13.6739
1.0386,16.5181,15.9048
1.1608,12.2756,10.5747
2.3485,59.8825,25.4979
1.7122,59.8825,34.9739
1.1908,16.5466,13.8951
1.3874,21.5503,15.5326
1.0180,11.6699,11.4635
1.1175,14.0828,12.6017
1.0333,14.0828,13.6285
1.0361,12.7365,12.2925
1.3462,13.5619,10.0742
1.2481,14.5927,11.6919
1.6948,26.3021,15.5193
1.6926,26.3021,15.5397
1.3450,26.3021,19.5557
1.0294,12.3634,12.0109
1.2182,18.2715,14.9990
1.0039,17.6997,17.6313
1.0521,17.6997,16.8230
1.1084,16.1402,14.5615
1.0339,12.1252,11.7282
1.6041,20.3203,12.6674
1.2115,13.8693,11.4478
2.0665,26.2047,12.6806
1.8942,26.2047,13.8340
1.2726,19.4652,15.2960
1.2713,19.4652,15.3116
1.1163,19.4652,17.4378
1.9334,25.2297,13.0491
1.7714,25.2297,14.2425
3.4847,97.1746,27.8858
3.1979,97.1746,30.3867
2.7676,97.1746,35.1116
1.3947,15.3206,10.9847
1.2164,12.6685,10.4147
1.3491,11.7368,8.6997
1.0984,12.0343,10.9561
1.1017,12.7021,11.5296
1.0587,13.1316,12.4037
1.4909,14.0200,9.4039
1.2175,17.3155,14.2220
1.1259,17.3155,15.3793
1.1349,11.9341,10.5159
1.5366,22.3700,14.5581
1.4793,22.3700,15.1221
1.0612,14.4286,13.5969
1.1213,18.7002,16.6770
1.1097,18.7002,16.8511
1.0009,18.7002,18.6842
1.2906,14.5572,11.2797
1.0962,14.5572,13.2796
1.1307,18.1690,16.0694
1.0224,18.1690,17.7702
1.0417,14.2378,13.6674
1.0135,14.2378,14.0478
1.1567,14.3621,12.4168
1.0969,12.8005,11.6698
1.1526,14.1022,12.2353
1.1094,14.1022,12.7120
1.3456,18.3030,13.6026
1.3392,18.3030,13.6669
1.0770,18.3030,16.9944
1.4614,18.6185,12.7400
1.2984,18.6185,14.3398
1.2848,18.6185,14.4910
1.2981,18.2804,14.0825
1.2326,17.4162,14.1291
1.3592,13.4510,9.8964
1.0827,13.6375,12.5953
1.4688,20.7052,14.0966
1.1151,20.7052,18.5683
1.0416,20.7052,19.8790
1.2306,25.6637,20.8554
1.2291,21.6454,17.6102
1.0324,21.6454,20.9659
9.7410,125.1087,12.8435
1.0326,11.9240,11.5479
1.1357,18.2704,16.0872
1.1546,18.2704,15.8234
1.1479,13.0120,11.3359
1.1809,12.4334,10.5288
1.0805,13.5340,12.5254
2.0792,50.1467,24.1177
1.7571,50.1467,28.5394
1.7172,50.1467,29.2031
1.2813,17.6027,13.7386
1.1092,17.6027,15.8703
4.8099,94.1462,19.5736
4.2601,94.1462,22.0997
1.0983,11.2628,10.2545
2.4622,41.4900,16.8505
2.2952,41.4900,18.0771
1.0772,12.4961,11.6011
1.1330,12.5859,11.1083
1.0135,10.0258,9.8921
5.3587,91.7658,17.1247
5.2444,91.7658,17.4978
4.9566,91.7658,18.5138
4.4706,91.7658,20.5265
1.0190,10.8226,10.6208
1.0459,16.4527,15.7300
1.1553,16.4527,14.2414
1.0243,12.9032,12.5968
1.0117,12.9032,12.7538
1.0095,12.9032,12.7815
33.9248,589.6602,17.3814
1.1235,12.6247,11.2373
1.0522,12.6247,11.9986
1.0506,11.4958,10.9424
1.2129,17.1682,14.1545
1.0133,17.1682,16.9430
1.0876,16.7079,15.3621
1.0977,11.5745,10.5439
1.0547,11.5745,10.9746
1.0019,13.4943,13.4686
1.0233,10.9947,10.7441
1.0488,12.1910,11.6236
1.0065,11.2486,11.1758
1.1198,12.5430,11.2009
1.0055,35.9833,35.7879
1.2024,35.9833,29.9254
1.6016,20.0325,12.5081
1.4986,20.0325,13.3675
1.3885,20.0325,14.4278
1.3561,11.7410,8.6579
1.3121,11.7410,8.9481
1.2590,11.7410,9.3253
1.7622,12.7159,7.2158
1.7930,12.1080,6.7528
1.7735,12.1080,6.8271
1.9937,11.5927,5.8147
1.8012,12.3857,6.8764
1.7673,12.3857,7.0082
1.8421,12.3857,6.7237
1.7378,12.3857,7.1272
1.3684,13.1075,9.5784
1.3197,13.1075,9.9324
1.2969,13.1075,10.1068
1.5496,13.2723,8.5649
2.8339,26.5500,9.3686
1.7527,26.5500,15.1484
1.6909,26.5500,15.7015
1.3681,12.1559,8.8851
1.3199,12.1559,9.2098
1.6730,13.7746,8.2333
1.3135,11.2294,8.5491
1.3060,11.2294,8.5982
1.5147,18.3470,12.1130
1.3397,18.3470,13.6948
1.9685,20.6350,10.4828
1.8941,20.6350,10.8944
1.5386,14.4664,9.4025
1.6950,16.5672,9.7743
1.8598,16.5672,8.9080
1.5775,13.0003,8.2411
1.4111,13.0003,9.2132
1.9517,13.1185,6.7216
1.8983,13.1185,6.9106
1.1122,250.0984,224.8696
1.0561,250.0984,236.8190
1.9645,12.5581,6.3925
1.8178,12.6036,6.9334
1.8068,12.3995,6.8627
2.0419,11.5629,5.6629
2.3305,24.7644,10.6262
2.0882,24.7644,11.8592
1.6041,24.7644,15.4380
1.5897,24.7644,15.5779
1.5805,24.7644,15.6691
1.6435,13.9693,8.4998
1.5494,13.9693,9.0160
9.8758,123.8023,12.5360
10.1419,123.8023,12.2071
8.3810,123.8023,14.7717
8.0361,123.8023,15.4057
1.9065,14.4367,7.5726
1.8768,14.4367,7.6920
1.7883,14.4367,8.0729
1.6270,11.7474,7.2202
1.5859,11.7474,7.4076
1.4306,11.7474,8.2118
1.7133,21.3947,12.4871
1.5058,12.7879,8.4924
1.4211,12.7879,8.9988
1.4411,14.1587,9.8251
1.4293,14.1587,9.9059
1.3962,14.1587,10.1410
1.3725,14.1587,10.3164
1.3499,14.1587,10.4886
1.3221,14.1587,10.7093
12.5210,190.2217,15.1922
5.8240,190.2217,32.6616
1.2814,13.5243,10.5544
1.2771,13.5243,10.5897
1.2662,13.5243,10.6811
1.2201,13.5243,11.0847
1.4918,11.2444,7.5377
1.5033,11.7865,7.8405
1.5020,11.7865,7.8471
1.1174,17.2016,15.3941
1.0779,17.2016,15.9586
1.3387,11.6972,8.7378
1.3223,11.6972,8.8460
1.2981,11.6972,9.0108
1.2081,10.3333,8.5533
1.6694,11.4726,6.8723
1.3721,12.0286,8.7667
1.2038,10.4967,8.7195
1.1724,10.4967,8.9528
1.1750,11.8371,10.0745
3.1715,284.2433,89.6233
2.9233,284.2433,97.2325
2.9228,284.2433,97.2494
2.7721,284.2433,102.5365
5.5877,284.2433,50.8695
5.5799,284.2433,50.9402
5.2244,284.2433,54.4066
3.6053,284.2433,78.8394
2.0743,138.0893,66.5719
1.4773,18.0188,12.1970
1.4586,18.0188,12.3533
1.0688,18.0188,16.8587
1.6209,9.7608,6.0217
1.6390,11.8052,7.2028
1.0504,194.5883,185.2510
1.0489,194.5883,185.5203
19.1677,194.5883,10.1519
18.7346,194.5883,10.3866
18.6159,194.5883,10.4528
18.4788,194.5883,10.5303
1.6988,10.7096,6.3041
1.8489,20.1277,10.8863
1.8399,20.1277,10.9396
1.9301,12.5729,6.5141
1.5790,13.0332,8.2542
1.0778,169.3385,157.1152
1.7276,12.4871,7.2281
1.6700,12.4871,7.4771
1.5735,17.7221,11.2631
1.4730,17.7221,12.0316
1.4247,17.7221,12.4394
1.7314,10.0973,5.8319
1.4346,11.5189,8.0291
1.3821,11.5189,8.3342
1.3014,11.5189,8.8510
1.8426,15.6753,8.5070
1.8006,10.5834,5.8776
1.4177,11.2672,7.9474
1.4129,11.2672,7.9747
1.3637,11.2672,8.2621
1.6334,13.5072,8.2693
1.5878,13.5072,8.5069
1.4051,11.4745,8.1662
1.3966,11.4745,8.2160
1.3602,11.4745,8.4361
1.6830,11.1423,6.6206
1.2212,23.4709,19.2195
1.1911,23.4709,19.7045
1.6154,11.3280,7.0124
1.5650,11.3280,7.2383
1.6234,13.1655,8.1097
1.6186,13.1655,8.1338
1.5828,14.2728,9.0174
1.5411,14.2728,9.2616
1.4219,23.6040,16.6007
1.4185,23.6040,16.6397
1.3964,23.6040,16.9037
1.5028,11.6972,7.7837
1.4813,11.6972,7.8969
1.5817,13.1100,8.2886
1.5094,13.1100,8.6855
1.4835,13.1100,8.8373
1.9732,16.3200,8.2706
1.8895,16.3200,8.6372
2.2733,20.0440,8.8169
1.8677,114.8722,61.5040
1.7016,114.8722,67.5094
1.6513,114.8722,69.5665
1.3220,114.8722,86.8932
1.8875,14.9331,7.9115
1.4917,12.1581,8.1504
1.3958,12.1581,8.7105
1.3327,12.1581,9.1231
1.6793,10.7765,6.4172
1.6796,15.9328,9.4863
1.5120,15.9328,10.5374
1.6360,10.6822,6.5293
1.7521,12.3320,7.0384
1.7312,12.0091,6.9369
1.1635,12.2909,10.5633
1.1360,12.2909,10.8194
1.1342,12.2909,10.8367
1.1254,12.2909,10.9216
1.4232,16.0316,11.2641
1.3969,13.4702,9.6430
1.3565,13.4702,9.9304
1.2908,13.4702,10.4357
1.3682,17.2390,12.6002
1.5121,11.9713,7.9171
1.3757,11.9713,8.7019
1.3438,11.9713,8.9089
1.3068,11.9713,9.1608
1.2976,11.9713,9.2257
1.1749,11.9713,10.1890
1.5982,12.3378,7.7199
1.5295,12.3378,8.0666
1.6274,12.8087,7.8709
1.4887,12.8087,8.6038
1.8264,12.3787,6.7775
1.3771,13.3769,9.7140
1.3761,13.3769,9.7211
1.3100,13.3769,10.2113
1.3015,13.3769,10.2784
1.9116,16.8283,8.8034
1.8936,16.8283,8.8870
1.6513,16.8283,10.1911
1.6291,16.8283,10.3299
1.6264,11.8570,7.2906
1.4710,11.8570,8.0603
1.7453,10.3275,5.9172
1.5624,11.7772,7.5379
1.5033,11.7772,7.8342
1.6094,11.7772,7.3176
1.5873,11.7772,7.4199
1.5705,12.3520,7.8650
1.3748,12.3520,8.9849
1.2667,12.3520,9.7514
1.2427,12.3520,9.9396
1.0731,12.3520,11.5111
1.7007,12.7838,7.5166
5.0313,50.9632,10.1293
4.9929,50.9632,10.2072
4.9503,50.9632,10.2950
1.7447,12.8760,7.3801
1.6966,12.8760,7.5895
1.6305,24.6597,15.1238
1.5559,24.6597,15.8490
1.8923,24.6597,13.0319
1.8443,24.6597,13.3705
1.8583,24.6597,13.2698
1.8367,24.6597,13.4259
1.6037,24.6597,15.3767
1.5269,24.6597,16.1507
1.5487,24.6597,15.9226
1.5405,24.6597,16.0081
1.6295,24.6597,15.1336
1.5886,24.6597,15.5230
1.5591,24.6597,15.8171
1.5504,24.6597,15.9056
1.5330,24.6597,16.0855
1.9638,24.6597,12.5571
1.9363,24.6597,12.7356
4.8359,49.2533,10.1849
4.4727,49.2533,11.0119
4.4035,49.2533,11.1851
3.7530,49.2533,13.1239
2.4182,22.4834,9.2975
2.2667,22.4834,9.9191
2.2442,22.4834,10.0184
1.1712,45.7566,39.0665
1.8163,12.1815,6.7069
1.7100,11.4414,6.6910
1.0808,11.3044,10.4593
1.4490,10.8646,7.4979
1.4273,10.8646,7.6120
2.6401,32.4081,12.2754
2.8645,32.4081,11.3135
2.0538,32.4081,15.7797
1.8276,32.4081,17.7330
1.2716,43.9211,34.5412
1.0177,21.7310,21.3521
7.1872,89.6459,12.4730
6.9505,89.6459,12.8977
6.7482,89.6459,13.2843
6.7076,89.6459,13.3649
1.7094,26.4937,15.4986
2.0044,22.1858,11.0684
1.9702,22.1858,11.2606
1.5270,15.5615,10.1909
1.8275,11.1704,6.1125
1.6257,11.9735,7.3654
1.5405,11.9735,7.7725
1.4386,11.9735,8.3231
1.7437,10.6514,6.1085
1.6220,12.1900,7.5154
1.4940,12.1900,8.1592
1.6550,10.1289,6.1201
1.6036,20.1799,12.5839
1.5264,20.1799,13.2208
1.5432,10.9895,7.1214
1.5003,10.9895,7.3247
1.3547,25.1871,18.5928
1.2451,25.1871,20.2287
1.1876,25.1871,21.2076
1.1574,25.1871,21.7624
1.5969,11.6001,7.2643
1.4112,11.6001,8.2197
1.3762,11.6001,8.4289
1.8090,11.4955,6.3545
1.2169,14.6318,12.0240
1.7390,11.4180,6.5659
1.7514,13.5282,7.7243
1.4905,13.5282,9.0762
1.4489,13.5282,9.3372
1.5244,11.6633,7.6512
1.3520,12.0149,8.8867
1.3137,12.0149,9.1461
1.3012,12.0149,9.2340
1.6946,10.7556,6.3468
1.4590,10.9200,7.4847
1.3655,10.9200,7.9968
1.7031,10.9200,6.4117
1.7683,81.3750,46.0178
1.6456,11.9929,7.2878
1.6511,14.8300,8.9818
1.5357,14.8300,9.6567
1.2816,20.1215,15.7003
1.2275,20.1215,16.3929
1.1723,20.1215,17.1648
1.1566,20.1215,17.3971
1.4792,20.1215,13.6030
1.4715,20.1215,13.6744
1.4603,20.1215,13.7786
1.6085,9.4734,5.8897
1.5659,10.8269,6.9141
1.6811,16.7217,9.9466
2.2205,16.7217,7.5305
1.7944,12.2889,6.8486
1.9739,183.2513,92.8349
1.8754,183.2513,97.7118
1.7732,183.2513,103.3463
5.0106,183.2513,36.5731
4.7166,183.2513,38.8521
1.5689,12.0226,7.6632
1.9298,16.0588,8.3213
1.9170,16.0588,8.3772
1.4792,11.5538,7.8106
1.0139,12.1260,11.9597
1.6096,16.3622,10.1653
1.2106,13.3689,11.0434
1.0773,13.3689,12.4097
1.0635,13.3689,12.5711
1.7317,11.4525,6.6134
1.7449,10.1821,5.8352
2.3079,18.1054,7.8450
2.2780,18.1054,7.9479
1.6011,11.7233,7.3222
1.4334,12.9984,9.0686
1.4106,12.9984,9.2146
1.3026,12.9984,9.9792
1.9806,16.2781,8.2187
1.0992,11.0143,10.0201
1.0948,11.0143,10.0602
1.6791,11.0774,6.5973
1.6152,11.2358,6.9562
2.1047,15.0604,7.1556
1.6519,15.0604,9.1170
1.7387,10.3730,5.9660
1.4762,11.3381,7.6806
1.4705,11.3381,7.7105
1.8671,12.4358,6.6604
1.8465,30.5798,16.5606
1.4736,11.8836,8.0645
1.4557,11.8836,8.1635
1.4525,11.8836,8.1816
1.6535,13.1859,7.9747
1.6835,13.1859,7.8326
1.5866,10.8871,6.8618
1.5752,10.8871,6.9114
1.4738,11.5315,7.8245
1.3901,11.5315,8.2953
1.3231,11.5315,8.7154
1.8219,10.5541,5.7930
1.6868,10.4226,6.1790
36.6231,278.0678,7.5927
35.4910,278.0678,7.8349
1.4529,18.3966,12.6617
1.3581,18.3966,13.5457
1.3294,18.3966,13.8386
1.9658,18.3966,9.3585
1.8303,18.3966,10.0511
1.2438,20.6976,16.6401
1.2006,20.6976,17.2393
1.2911,16.0858,12.4588
1.2705,16.0858,12.6611
1.2624,16.0858,12.7419
1.6789,14.3953,8.5743
1.0650,14.9406,14.0284
1.0552,14.9406,14.1597
1.0451,14.9406,14.2953
1.3095,16.7295,12.7755
1.3045,16.7295,12.8245
1.0917,13.0662,11.9691
1.0634,13.0662,12.2872
1.0334,13.0662,12.6445
2.8976,207.4688,71.5995
2.2578,40.6768,18.0159
4.5192,56.8114,12.5711
1.2430,11.8662,9.5467
1.6034,19.9426,12.4378
1.5994,19.9426,12.4686
1.5959,19.9426,12.4965
1.3933,12.0879,8.6756
1.3881,12.0879,8.7080
1.6505,11.8020,7.1504
1.2776,13.7529,10.7645
1.1975,13.7529,11.4850
1.3848,10.9629,7.9167
1.3238,10.9629,8.2812
1.5860,12.1579,7.6659
1.5327,12.1579,7.9326
1.8566,17.7832,9.5786
1.8469,17.7832,9.6289
1.7067,17.7832,10.4195
1.7793,12.2220,6.8691
1.8237,13.1440,7.2072
1.5005,15.9274,10.6145
1.2879,15.9274,12.3671
1.1614,15.9274,13.7140
1.0603,15.9274,15.0222
1.0695,11.4039,10.6627
1.0505,11.4039,10.8556
1.0228,11.4039,11.1494
1.0192,11.4039,11.1894
1.9037,19.1958,10.0834
2.4866,19.1958,7.7196
1.6179,9.9534,6.1520
1.6617,18.1589,10.9280
1.5995,18.1589,11.3525
1.6149,13.5101,8.3661
1.5771,13.5101,8.5665
1.5204,13.5101,8.8861
1.5345,12.5513,8.1796
1.4110,12.5513,8.8952
1.3669,12.5513,9.1824
1.4616,12.5513,8.5876
1.3929,12.5513,9.0112
1.3743,12.5513,9.1332
1.4959,17.9698,12.0130
1.1790,38.5054,32.6599
2.6450,38.5054,14.5581
2.2590,38.5054,17.0452
2.1013,38.5054,18.3244
1.7589,38.5054,21.8921
1.3070,10.2381,7.8332
1.2599,10.2381,8.1260
1.4514,15.7456,10.8483
1.3548,15.7456,11.6224
1.2733,15.7456,12.3657
1.0674,14.8851,13.9453
1.0489,14.8851,14.1912
1.0377,14.8851,14.3450
1.8498,14.5914,7.8880
1.5755,10.2077,6.4790
1.2301,17.8736,14.5306
1.0136,12.8197,12.6480
1.4975,11.7734,7.8619
1.2473,12.1871,9.7706
1.2155,12.1871,10.0260
1.3552,9.6549,7.1242
1.2169,19.8897,16.3445
1.1233,19.8897,17.7063
1.2591,12.3529,9.8111
1.1892,12.3529,10.3877
1.1420,11.7214,10.2636
1.1120,11.7214,10.5404
1.0876,11.7214,10.7771
1.4339,12.0175,8.3811
1.0126,11.8248,11.6778
1.0190,13.5773,13.3238
1.0194,13.5773,13.3193
1.0101,13.5773,13.4409
1.2915,10.8153,8.3745
1.1545,22.7736,19.7267
1.1372,22.7736,20.0253
1.1354,22.7736,20.0573
1.0726,22.7736,21.2316
1.4210,10.4744,7.3711
1.4707,22.5737,15.3494
1.4564,22.5737,15.4999
1.4397,22.5737,15.6800
1.4054,22.5737,16.0622
1.2768,12.4106,9.7203
1.9356,27.4188,14.1652
1.8936,27.4188,14.4794
1.4010,10.6180,7.5788
1.0127,10.1415,10.0146
1.5088,11.6843,7.7441
1.4836,12.1592,8.1957
1.6248,14.6194,8.9976
1.4370,11.0792,7.7099
1.1702,19.2878,16.4819
1.0702,19.2878,18.0219
1.0479,11.4329,10.9101
1.0157,11.4329,11.2564
1.0088,11.4329,11.3336
1.2433,12.0778,9.7146
1.2121,12.0778,9.9642
1.3158,77.2815,58.7351
1.1191,11.6461,10.4067
1.1080,11.6461,10.5108
1.0465,11.6461,11.1290
1.3057,10.9470,8.3843
1.2861,10.9470,8.5120
1.3893,11.9861,8.6272
1.1429,16.9506,14.8319
1.4732,16.9506,11.5063
1.4393,10.6536,7.4018
1.1759,12.0837,10.2764
1.1619,12.0837,10.3996
1.1325,12.0837,10.6701
1.0834,11.6069,10.7133
1.0710,11.6069,10.8370
1.0690,11.6069,10.8579
1.2036,12.1889,10.1270
1.1953,12.1889,10.1977
1.1908,12.1889,10.2362
1.4993,12.9860,8.6615
1.5750,12.9860,8.2451
1.4497,10.6512,7.3469
1.4189,9.7528,6.8737
1.0954,10.8272,9.8845
1.0774,10.8272,10.0496
1.0859,11.1856,10.3004
1.0711,11.1856,10.4427
1.0580,11.1856,10.5723
1.4770,13.5090,9.1461
1.2736,13.5090,10.6066
1.2526,13.5090,10.7849
1.4407,13.5090,9.3764
1.4905,13.5090,9.0635
2.9629,30.7998,10.3952
2.9281,30.7998,10.5188
1.4155,11.1627,7.8859
1.5508,31.9467,20.5996
1.2569,31.9467,25.4167
1.5526,11.9270,7.6818
1.3619,11.7285,8.6120
1.2846,11.7285,9.1302
1.3104,15.8691,12.1105
1.2473,15.8691,12.7226
1.2464,15.8691,12.7321
1.2195,15.8691,13.0130
2.3195,20.8699,8.9974
1.1420,13.5889,11.8992
2.1282,27.3354,12.8447
2.0783,27.3354,13.1525
1.2280,11.3821,9.2689
1.1403,11.3821,9.9816
1.6050,11.8210,7.3652
1.3859,11.8004,8.5144
1.3950,17.5643,12.5905
1.3064,17.5643,13.4452
1.5170,11.8277,7.7969
1.2223,12.1882,9.9712
1.1607,12.1882,10.5005
1.4178,11.6221,8.1971
1.3464,11.6221,8.6322
1.6176,11.6221,7.1846
1.8442,12.7041,6.8887
1.3521,12.9291,9.5624
1.7004,12.9291,7.6037
1.4201,11.7434,8.2697
1.3849,11.7434,8.4793
1.1296,10.8717,9.6245
1.1156,10.8717,9.7456
1.0963,10.8717,9.9166
1.5871,11.3470,7.1494
1.0548,12.0844,11.4563
1.0378,12.0844,11.6448
1.0177,12.0844,11.8739
1.6597,11.1970,6.7466
1.1978,11.9445,9.9724
1.1789,11.9445,10.1321
1.1631,11.9445,10.2692
1.0286,15.8272,15.3869
1.5786,11.2168,7.1057
1.4939,11.6625,7.8067
1.5888,12.3342,7.7634
1.6455,10.8152,6.5728
1.3008,20.6461,15.8723
1.1874,20.6461,17.3881
1.0984,20.6461,18.7969
1.4719,20.6461,14.0269
1.2693,20.6461,16.2656
1.6659,11.4617,6.8800
1.5934,14.1204,8.8616
1.4709,14.1204,9.5999
1.8104,14.4676,7.9913
1.0640,14.0882,13.2406
1.0474,14.0882,13.4507
1.0324,14.0882,13.6463
1.0249,14.0882,13.7465
2.1159,30.7904,14.5520
2.1158,30.7904,14.5525
2.0159,30.7904,15.2738
1.9928,30.7904,15.4510
1.3991,23.3250,16.6716
1.3212,23.3250,17.6550
1.5811,12.8187,8.1073
1.5848,12.0111,7.5789
1.4433,12.0111,8.3218
1.3200,12.0111,9.0990
1.0959,14.4466,13.1825
1.4142,11.4129,8.0704
1.3775,11.4129,8.2854
1.5769,11.4129,7.2375
1.5955,10.9947,6.8909
1.4461,13.3558,9.2357
1.3244,13.3558,10.0842
1.7219,11.4469,6.6478
1.7064,12.3277,7.2244
1.2157,13.0074,10.6993
1.1042,13.0074,11.7799
1.0746,13.0074,12.1049
1.0717,13.0074,12.1374
1.2707,13.0074,10.2361
1.2309,13.0074,10.5677
1.2166,13.0074,10.6918
1.6196,14.8500,9.1691
1.7473,14.8500,8.4990
1.4158,13.2168,9.3354
1.3974,13.2168,9.4583
1.5371,12.0555,7.8429
1.4672,13.3681,9.1111
1.6494,11.4396,6.9354
1.6854,12.8471,7.6224
1.2308,15.3189,12.4458
1.2085,15.3189,12.6761
16.7000,183.3541,10.9793
11.4097,183.3541,16.0701
11.3248,183.3541,16.1905
1.4071,11.7232,8.3317
1.3882,11.7232,8.4451
1.2339,13.1785,10.6806
