speedup,baseline_time,verification_time
1.4913,16.4632,11.0398
1.2958,16.4632,12.7050
16.9823,236.8421,13.9464
16.6523,236.8421,14.2228
1.2330,11.5825,9.3937
1.1043,15.4320,13.9744
1.0925,12.6990,11.6236
1.1799,14.4984,12.2877
1.1512,14.4984,12.5940
1.2236,17.0416,13.9272
1.3087,17.0416,13.0215
1.3048,14.2883,10.9508
1.0493,14.2438,13.5750
1.1777,11.9071,10.1106
1.2656,15.0721,11.9093
1.1536,15.0721,13.0657
1.2740,12.1333,9.5241
1.1257,13.6847,12.1571
1.1100,13.6847,12.3284
1.0540,13.6847,12.9840
1.0454,13.6847,13.0900
1.3180,14.0152,10.6335
1.1805,14.0152,11.8725
1.1513,13.7838,11.9719
1.1366,13.7838,12.1267
1.0589,13.7838,13.0172
2.4793,217.2132,87.6097
1.1170,14.0521,12.5797
1.0627,14.0521,13.2226
1.0423,14.0521,13.4824
1.1285,13.7578,12.1917
1.0926,13.7578,12.5920
1.2778,13.2579,10.3756
1.0121,13.3572,13.1978
1.0922,13.1126,12.0062
1.0986,13.1045,11.9278
1.1213,11.0664,9.8696
1.0702,11.0664,10.3407
1.3189,15.8672,12.0310
3.2002,47.2267,14.7575
2.8031,47.2267,16.8479
1.9000,47.2267,24.8567
1.6392,47.2267,28.8107
1.3169,17.3483,13.1735
1.2435,17.3483,13.9509
1.2326,17.3483,14.0749
1.4606,17.3483,11.8779
1.2277,17.3483,14.1307
1.6745,28.0146,16.7302
1.0687,28.0146,26.2136
1.1000,12.8582,11.6890
1.4627,21.8668,14.9498
1.4141,21.8668,15.4629
1.1659,21.8668,18.7556
1.1540,14.5314,12.5924
1.2730,12.6852,9.9645
5.5929,92.5319,16.5445
5.5222,92.5319,16.7565
1.0494,11.2723,10.7415
1.0056,13.9586,13.8814
1.0476,14.9240,14.2461
1.1037,13.1239,11.8908
1.0444,13.1239,12.5661
1.3583,17.0613,12.5606
1.2926,13.9630,10.8021
1.2766,13.9630,10.9377
1.6283,162.3026,99.6780
1.1345,162.3026,143.0589
1.0634,162.3026,152.6213
1.0523,162.3026,154.2402
1.1398,12.6239,11.0751
1.0939,12.6239,11.5401
1.0706,12.6239,11.7913
1.1235,11.8216,10.5221
1.0486,11.8216,11.2734
1.1620,14.3620,12.3594
1.2528,13.5746,10.8355
1.3205,16.6577,12.6143
1.1366,15.1728,13.3493
1.0235,15.1728,14.8244
1.0218,15.1728,14.8496
3.0001,78.7705,26.2556
2.9182,78.7705,26.9932
1.3371,78.7705,58.9099
1.2796,78.7705,61.5604
1.5813,17.6610,11.1685
1.3101,15.0341,11.4756
1.2981,15.0341,11.5813
1.2874,13.9688,10.8504
1.1867,18.4852,15.5765
1.2283,15.4341,12.5654
19.2114,356.1955,18.5408
18.2002,356.1955,19.5710
16.2504,356.1955,21.9192
1.2926,14.6378,11.3241
1.9237,168.9717,87.8388
1.2139,13.9950,11.5292
1.6679,24.4842,14.6793
1.5686,24.4842,15.6085
1.4861,24.4842,16.4756
1.1451,54.7889,47.8465
8.5891,249.8983,29.0950
8.5039,249.8983,29.3865
7.8830,249.8983,31.7010
4.2085,62.0992,14.7555
2.8322,62.0992,21.9259
1.3012,62.0992,47.7256
1.1196,62.0992,55.4674
1.0585,62.0992,58.6681
3.4503,65.8760,19.0931
2.9687,65.8760,22.1900
1.2662,65.8760,52.0248
1.2172,65.8760,54.1216
1.1105,14.1062,12.7029
1.1554,14.1062,12.2087
1.1103,14.1062,12.7053
1.0273,14.1062,13.7318
1.1833,13.3218,11.2583
1.1711,13.3218,11.3756
1.0499,12.9973,12.3798
1.4186,23.8730,16.8285
1.3295,23.8730,17.9561
1.0819,16.3015,15.0675
1.0798,16.3015,15.0961
1.2653,15.7459,12.4445
1.2015,15.7459,13.1048
1.1684,15.7459,13.4769
1.0975,15.7459,14.3468
1.7617,24.5670,13.9450
1.3649,24.5670,17.9987
1.1190,27.6101,24.6744
1.2673,11.6791,9.2157
23.7368,365.1632,15.3839
20.0444,365.1632,18.2177
18.8962,365.1632,19.3247
1.3589,13.0888,9.6320
1.3580,13.0888,9.6385
1.2251,13.0470,10.6494
1.1726,13.0470,11.1262
1.1533,15.1853,13.1667
1.1828,13.0217,11.0094
1.1590,13.0217,11.2352
1.1610,13.0217,11.2157
1.2276,12.1239,9.8760
1.2666,12.9410,10.2168
1.0766,13.3503,12.3998
1.3860,18.3185,13.2172
1.1241,12.1839,10.8391
1.5746,20.5089,13.0250
1.4952,20.5089,13.7170
1.4104,20.5089,14.5407
21.4349,408.3270,19.0497
1.1564,13.6931,11.8415
1.0842,13.6931,12.6293
1.0839,13.1327,12.1159
1.3748,14.5695,10.5977
1.2720,12.7441,10.0188
1.2252,13.0817,10.6767
1.3048,12.8911,9.8798
1.2550,13.9720,11.1327
1.2227,13.9720,11.4271
1.2476,15.7849,12.6525
1.2420,15.7849,12.7091
1.1411,15.7849,13.8336
1.2138,12.7799,10.5286
1.1985,12.6572,10.5606
1.0964,12.6572,11.5440
1.3045,13.7073,10.5074
1.2643,13.4287,10.6217
7.1429,131.5409,18.4157
5.8259,131.5409,22.5788
4.7048,131.5409,27.9587
1.1618,10.9301,9.4082
1.0569,10.9301,10.3421
1.0612,11.4748,10.8131
1.0608,11.4748,10.8167
1.0518,13.3503,12.6922
1.0641,11.9532,11.2327
1.0638,11.9532,11.2358
1.2038,11.5101,9.5612
1.0393,11.9013,11.4508
1.1847,11.7331,9.9041
1.1961,11.7331,9.8097
1.5696,18.7540,11.9480
1.2286,11.9748,9.7467
1.1418,12.7160,11.1370
1.0657,12.7160,11.9321
1.0520,12.7160,12.0879
1.0482,12.7160,12.1313
1.5132,17.6437,11.6596
1.3932,14.2012,10.1929
1.0936,12.5296,11.4574
1.0130,12.5296,12.3687
1.0078,12.5296,12.4330
1.0010,13.0538,13.0407
1.1704,13.0831,11.1785
1.2171,13.0831,10.7497
1.1526,13.0831,11.3506
1.1576,13.0831,11.3015
1.2178,13.0831,10.7429
1.1891,13.0831,11.0026
1.2320,13.0831,10.6196
1.1683,13.0831,11.1981
1.1796,13.0831,11.0916
1.1971,12.5211,10.4599
1.1068,12.5211,11.3126
1.3585,176.3308,129.7998
1.3700,176.3308,128.7102
1.3661,176.3308,129.0789
1.3398,14.9392,11.1500
1.1299,14.9392,13.2211
1.3149,14.9392,11.3617
1.0463,12.2812,11.7378
1.3038,16.1649,12.3979
1.0815,27.1841,25.1349
1.0468,27.1841,25.9690
1.0378,27.1841,26.1930
1.1187,47.1994,42.1914
1.1043,47.1994,42.7410
1.0253,47.1994,46.0328
1.1771,23.2776,19.7759
1.0025,23.2776,23.2187
1.4192,23.2776,16.4020
1.0005,23.2776,23.2654
1.3507,23.2776,17.2333
1.2649,23.2776,18.4027
1.1447,23.2776,20.3360
1.2498,23.2776,18.6249
1.0984,23.2776,21.1918
1.0105,23.2776,23.0360
1.2679,23.2776,18.3586
1.0861,23.2776,21.4329
1.0850,23.2776,21.4549
1.0782,23.2776,21.5903
1.2500,23.2776,18.6224
1.0726,23.2776,21.7019
1.0612,23.2776,21.9361
1.3092,23.2776,17.7798
1.0974,23.2776,21.2125
1.0902,23.2776,21.3521
1.2545,23.2776,18.5556
1.0305,23.2776,22.5887
1.0281,23.2776,22.6407
1.1765,23.2776,19.7848
1.1511,23.2776,20.2229
1.0797,11.5259,10.6754
1.0693,21.0556,19.6911
1.0431,21.0556,20.1864
1.3134,20.6790,15.7446
1.2622,20.6790,16.3838
1.2518,20.6790,16.5194
1.1605,20.6790,17.8192
5.2382,102.9823,19.6599
2.8668,102.9823,35.9229
1.1594,102.9823,88.8250
1.8902,198.1637,104.8353
1.8090,198.1637,109.5445
1.7937,198.1637,110.4806
1.1980,15.8297,13.2130
1.1043,15.8297,14.3344
1.0982,15.8297,14.4146
1.0756,15.8297,14.7170
1.0600,24.1621,22.7954
1.0606,15.3877,14.5091
1.0070,15.3877,15.2802
1.0286,15.3877,14.9598
1.0167,15.3877,15.1348
1.3122,16.0403,12.2244
1.1446,16.0403,14.0140
1.1211,16.0403,14.3076
1.0078,10.3966,10.3165
2.0589,26.4089,12.8268
2.0128,26.4089,13.1204
1.9177,26.4089,13.7708
1.9062,26.4089,13.8545
1.3231,16.9375,12.8011
1.7950,37.2521,20.7528
1.7172,37.2521,21.6930
1.5522,37.2521,23.9997
1.4257,37.2521,26.1295
1.5725,37.2521,23.6896
1.6828,37.2521,22.1370
1.6751,37.2521,22.2392
1.4984,37.2521,24.8617
1.2169,37.2521,30.6129
1.0084,14.9386,14.8139
2.9665,67.8713,22.8790
1.8076,59.2339,32.7689
1.6461,59.2339,35.9834
2.9986,59.2339,19.7536
2.8206,59.2339,21.0004
2.7416,59.2339,21.6053
2.7409,59.2339,21.6112
2.6685,59.2339,22.1976
2.5018,59.2339,23.6761
1.9730,59.2339,30.0222
1.8509,59.2339,32.0026
1.7815,59.2339,33.2503
1.7594,59.2339,33.6665
1.6099,59.2339,36.7946
1.4798,59.2339,40.0274
1.3026,59.2339,45.4745
1.4349,59.2339,41.2812
1.3877,59.2339,42.6855
2.7625,59.2339,21.4419
2.7478,59.2339,21.5570
6.9483,288.5626,41.5299
1.7880,288.5626,161.3854
1.3711,288.5626,210.4539
1.0393,17.3774,16.7208
8.1705,140.5802,17.2059
5.5818,140.5802,25.1857
1.9366,26.0718,13.4624
1.3512,26.0718,19.2951
1.3312,45.5403,34.2101
1.3227,45.5403,34.4289
3.1315,45.5403,14.5427
3.0091,45.5403,15.1341
1.0519,11.6997,11.1222
1.0379,11.6997,11.2723
1.0003,10.8845,10.8809
2.4168,26.9129,11.1358
13.3473,361.1297,27.0564
1.4244,34.5845,24.2808
1.1812,54.5086,46.1481
1.8214,20.3614,11.1790
1.7790,20.3614,11.4453
1.0563,25.1677,23.8267
1.0307,25.1677,24.4185
1.0163,10.2542,10.0897
4.1973,51.4698,12.2625
1.2696,51.4698,40.5389
1.0524,51.4698,48.9071
1.0261,15.7450,15.3452
1.0152,14.3309,14.1158
1.0099,14.9215,14.7755
5.6094,464.3077,82.7726
5.0732,464.3077,91.5212
5.0317,464.3077,92.2766
6.9009,78.8880,11.4316
1.0120,10.8590,10.7307
10.8831,149.9722,13.7802
1.0128,10.2101,10.0815
1.0613,10.4605,9.8567
6.4325,104.5112,16.2475
1.9390,104.5112,53.8995
1.8999,104.5112,55.0082
1.4816,104.5112,70.5387
1.4699,424.3338,288.6905
2.5795,103.7139,40.2068
1.0825,16.4847,15.2287
1.0103,16.4847,16.3166
1.0385,27.5357,26.5142
1.0369,27.5357,26.5559
1.0228,14.3477,14.0275
1.0337,14.3477,13.8801
1.0535,11.9566,11.3490
1.0004,9.8911,9.8867
1.6208,42.4442,26.1871
1.1306,22.6541,20.0378
1.0890,22.6541,20.8033
1.3331,100.4225,75.3294
1.0845,11.4873,10.5919
1.2386,17.6865,14.2800
1.2151,17.6865,14.5551
1.0572,17.6865,16.7290
1.1323,17.6865,15.6197
1.1130,17.6865,15.8913
1.0927,17.6865,16.1857
1.0307,9.4296,9.1484
1.0136,10.2145,10.0779
1.4131,19.9390,14.1104
1.1851,19.9390,16.8250
1.0363,12.4126,11.9773
1.1348,19.5606,17.2365
1.1150,19.5606,17.5429
1.0094,19.5606,19.3788
3.8670,60.5128,15.6484
3.6255,60.5128,16.6910
3.7487,60.5128,16.1425
3.6951,60.5128,16.3766
2.9970,60.5128,20.1914
2.3242,60.5128,26.0363
1.1216,12.2069,10.8835
1.1243,12.2069,10.8575
1.0252,11.1962,10.9207
1.0034,11.0349,10.9976
1.4248,22.0744,15.4935
1.3874,22.0744,15.9101
1.2955,22.0744,17.0397
1.0431,22.0744,21.1616
1.1436,22.0744,19.3026
4.8757,101.5475,20.8275
4.6732,101.5475,21.7298
1.3041,101.5475,77.8667
1.1051,101.5475,91.8866
4.4745,101.5475,22.6948
3.8088,101.5475,26.6611
3.6051,101.5475,28.1679
6.5708,101.5475,15.4542
2.7524,101.5475,36.8948
2.5721,101.5475,39.4808
1.5824,20.8651,13.1859
1.1794,20.8651,17.6911
1.0457,20.8651,19.9529
1.4583,33.1612,22.7389
1.3860,33.1612,23.9261
1.2546,33.1612,26.4319
1.6305,20.1970,12.3870
1.5744,20.1970,12.8285
1.5132,20.1970,13.3474
1.6423,19.8466,12.0849
1.5348,19.8466,12.9314
1.3340,17.6366,13.2205
1.2461,17.6366,14.1530
1.2348,17.6366,14.2833
1.0658,15.5711,14.6097
2.9389,46.3627,15.7755
1.1434,16.1157,14.0948
1.0794,16.1157,14.9309
1.0142,16.1157,15.8899
1.0629,26.1688,24.6195
1.0463,26.1688,25.0115
1.8335,27.7310,15.1243
1.6079,27.7310,17.2463
1.2905,15.2935,11.8506
10.2502,234.1168,22.8403
9.0935,234.1168,25.7456
8.8067,234.1168,26.5841
6.6699,234.1168,35.1003
1.1427,23.1275,20.2398
1.0911,17.4479,15.9917
1.0820,13.9733,12.9148
5.0051,101.5475,20.2888
7.3223,74.9746,10.2392
6.9921,74.9746,10.7227
2.7809,122.4887,44.0472
1.6075,24.5089,15.2465
1.4571,22.3234,15.3207
1.1430,22.3234,19.5306
1.0791,13.4781,12.4904
1.0525,22.0445,20.9444
1.8406,21.9205,11.9096
1.8241,21.9205,12.0172
1.5468,21.9205,14.1710
2.0313,153.6018,75.6158
1.3940,33.8916,24.3125
1.0941,13.4419,12.2857
1.0724,13.4419,12.5343
1.0456,14.5506,13.9166
1.4020,15.0697,10.7491
1.3299,15.0697,11.3315
1.1882,15.0697,12.6832
1.0818,17.0015,15.7164
1.0219,17.0015,16.6364
1.1616,16.9009,14.5502
1.2368,16.9009,13.6645
1.2156,17.7990,14.6420
1.1098,17.7990,16.0376
1.0516,11.9773,11.3892
2.2036,93.6385,42.4939
2.1664,93.6385,43.2224
1.8837,93.6385,49.7107
1.6906,93.6385,55.3881
1.0372,93.6385,90.2771
1.0540,11.4822,10.8938
1.1008,13.1752,11.9691
1.1349,47.3882,41.7547
2.3101,35.4668,15.3532
1.9446,35.4668,18.2390
1.1382,27.8602,24.4779
1.3555,14.7750,10.9004
1.1187,11.8009,10.5484
1.0206,9.8366,9.6377
1.0746,13.8183,12.8586
1.0617,13.8183,13.0154
1.5353,14.2949,9.3107
1.3702,14.2949,10.4329
2.2696,520.0847,229.1506
2.1748,520.0847,239.1367
1.5384,520.0847,338.0581
12.5580,520.0847,41.4146
2.8425,520.0847,182.9678
2.7097,520.0847,191.9377
1.0366,20.9072,20.1687
1.7101,20.3768,11.9157
1.2335,20.3768,16.5193
1.1612,20.3768,17.5485
1.1584,20.3768,17.5907
1.2655,20.3768,16.1018
1.1512,20.3768,17.7002
5.5418,158.7831,28.6519
2.8075,158.7831,56.5566
1.1457,10.9551,9.5621
1.0275,11.1881,10.8885
1.0133,11.1881,11.0415
1.0069,9.8023,9.7347
2.7183,63.5857,23.3918
2.4760,63.5857,25.6811
1.2762,63.5857,49.8256
6.1242,83.8778,13.6960
5.8097,83.8778,14.4376
5.3039,83.8778,15.8142
5.1865,83.8778,16.1725
1.0344,12.8706,12.4429
1.0264,12.8706,12.5389
2.7143,44.1607,16.2696
2.6547,44.1607,16.6350
2.4271,44.1607,18.1951
1.4336,44.1607,30.8032
1.7071,22.0537,12.9186
1.0158,8.5880,8.4547
1.0294,12.6414,12.2806
1.6971,162.9577,96.0226
1.7491,23.5321,13.4536
1.4658,23.5321,16.0540
1.3381,23.5321,17.5864
1.2956,23.5321,18.1628
1.2044,23.5321,19.5390
1.4987,15.7035,10.4782
1.3548,15.7035,11.5907
1.2966,15.7035,12.1117
1.4375,24.8104,17.2598
1.3875,24.8104,17.8813
1.3148,24.8104,18.8696
1.1627,15.3830,13.2306
1.0319,15.3830,14.9075
1.0129,10.6158,10.4807
1.2808,12.8978,10.0704
1.1711,12.8978,11.0132
1.0074,11.1161,11.0347
1.3492,25.9686,19.2467
1.0586,25.9686,24.5319
1.0162,25.9686,25.5539
31.2848,478.3587,15.2904
30.5358,478.3587,15.6655
25.0443,478.3587,19.1005
1.0952,11.1295,10.1623
1.0171,19.9860,19.6503
1.1084,19.9860,18.0315
1.0019,19.9860,19.9489
1.1852,19.9860,16.8627
1.0848,19.9860,18.4231
1.0560,19.9860,18.9258
1.0791,11.4315,10.5937
1.0585,10.0171,9.4636
7.6296,106.2588,13.9271
6.9848,106.2588,15.2129
6.5357,106.2588,16.2582
5.7914,106.2588,18.3476
1.1083,10.2597,9.2569
1.0156,10.7864,10.6206
14.0469,190.4158,13.5557
12.6376,190.4158,15.0674
1.5289,19.4889,12.7468
1.4987,19.4889,13.0040
1.0392,10.2755,9.8877
1.0834,26.7085,24.6521
2.8087,54.4841,19.3986
1.0744,9.3541,8.7059
1.0566,9.9520,9.4185
1.0554,11.2676,10.6759
1.0022,19.9623,19.9190
1.1829,21.7536,18.3908
1.0296,12.3676,12.0123
1.0211,12.3676,12.1116
1.0117,11.1003,10.9719
1.0113,25.1571,24.8771
1.0686,25.1571,23.5414
32.1000,451.2058,14.0563
30.5762,451.2058,14.7567
30.2014,451.2058,14.9399
28.1981,451.2058,16.0013
1.0274,10.0032,9.7367
1.0972,13.3963,12.2100
1.0739,13.3963,12.4747
1.0148,9.9212,9.7764
1.4079,29.7013,21.0960
1.2824,29.7013,23.1616
1.1510,29.7013,25.8053
1.1401,29.7013,26.0515
1.2001,14.0928,11.7430
1.1261,14.0928,12.5148
1.0153,18.6749,18.3927
1.1643,35.0831,30.1314
1.0100,9.7371,9.6405
1.0168,9.7371,9.5765
1.1409,43.8103,38.3985
1.0161,9.7400,9.5853
1.0316,10.6284,10.3030
1.0297,10.6284,10.3216
1.0969,47.9613,43.7232
1.3808,96.5966,69.9588
1.0318,13.3323,12.9217
1.0241,13.3323,13.0187
1.0041,10.8357,10.7913
3.9245,107.7001,27.4432
1.2982,131.3889,101.2077
1.0200,131.3889,128.8176
1.6909,131.3889,77.7018
1.3445,131.3889,97.7256
2.6056,36.5129,14.0133
2.4313,36.5129,15.0180
20.3892,507.0340,24.8678
19.9727,507.0340,25.3864
1.1667,507.0340,434.5966
1.5167,37.2515,24.5615
1.0318,37.2515,36.1036
1.0499,10.5769,10.0737
1.4523,23.6243,16.2672
1.2303,18.7809,15.2653
1.0008,18.7809,18.7653
1.0194,16.4313,16.1186
1.0628,49.8162,46.8737
1.3159,49.8162,37.8584
1.2089,49.8162,41.2095
1.1292,49.8162,44.1178
2.7006,35.6963,13.2180
2.4305,35.6963,14.6867
1.0618,38.4396,36.2011
1.0149,38.4396,37.8769
1.0848,12.8017,11.8013
1.3860,19.2503,13.8892
1.2886,19.2503,14.9389
1.0499,14.5101,13.8210
1.0436,14.5101,13.9038
1.0276,12.3559,12.0239
1.0506,16.6562,15.8534
1.0191,14.9449,14.6644
1.0534,43.0841,40.9020
1.3986,42.2068,30.1770
1.1788,42.2068,35.8042
1.3358,25.3081,18.9462
1.5385,48.3399,31.4208
2.7394,51.8587,18.9310
2.5813,51.8587,20.0898
1.9880,51.8587,26.0859
2.7349,51.8587,18.9618
2.7257,51.8587,19.0261
1.7275,51.8587,30.0187
1.7951,35.2940,19.6608
1.1928,35.2940,29.5902
1.2221,16.1718,13.2331
1.1775,16.1718,13.7341
1.0186,10.6847,10.4896
1.0028,10.8760,10.8456
32.0287,440.8689,13.7648
28.7292,440.8689,15.3457
26.1370,440.8689,16.8676
1.0131,16.0296,15.8222
1.1169,17.6187,15.7749
1.0780,17.6187,16.3446
1.0353,17.6187,17.0182
1.6140,17.1980,10.6554
1.0991,14.8817,13.5405
1.0682,14.8817,13.9315
1.0360,14.8817,14.3642
1.7852,32.6306,18.2783
1.1420,55.2563,48.3874
2.3109,38.2739,16.5626
1.1607,250.9998,216.2546
1.0610,250.9998,236.5721
1.0332,250.9998,242.9446
11.4462,198.3360,17.3277
10.2089,198.3360,19.4277
9.9503,198.3360,19.9327
7.8254,198.3360,25.3453
9.2071,426.7691,46.3521
1.9346,23.3712,12.0803
5.1683,83.8733,16.2283
4.7003,83.8733,17.8441
4.4205,83.8733,18.9735
1.3485,83.8733,62.1953
1.1037,11.9853,10.8590
1.2168,14.4382,11.8659
1.2123,14.4382,11.9102
1.1052,14.4382,13.0640
1.0336,11.1403,10.7783
1.1461,12.9756,11.3214
1.3119,18.1380,13.8254
1.1724,236.2961,201.5545
1.1514,236.2961,205.2175
1.0560,236.2961,223.7649
1.9301,25.6069,13.2670
1.6780,25.6069,15.2601
1.0630,12.4743,11.7354
1.0029,12.5637,12.5279
2.9487,45.3805,15.3900
2.2484,45.3805,20.1839
2.2323,45.3805,20.3291
4.9361,242.8412,49.1973
2.3118,242.8412,105.0434
2.2102,242.8412,109.8707
3.2711,242.8412,74.2377
1.0047,12.5488,12.4896
1.0931,20.0071,18.3033
5.7096,96.5442,16.9091
5.3633,96.5442,18.0008
14.4480,264.4265,18.3019
1.0279,10.3344,10.0542
3.0323,82.0505,27.0588
1.0145,12.2214,12.0470
1.0153,111.7059,110.0189
1.0044,111.7059,111.2179
1.1982,11.2879,9.4207
1.0171,11.4527,11.2600
1.0357,10.2046,9.8529
7.7943,566.5946,72.6937
1.6649,21.1074,12.6780
1.0856,13.8544,12.7619
1.1124,11.8357,10.6401
1.0476,11.0374,10.5354
1.0377,11.0374,10.6365
1.0272,12.6065,12.2729
1.0712,13.4641,12.5694
1.0036,10.1417,10.1053
1.5079,18.7347,12.4244
1.3691,18.7347,13.6842
1.1070,18.7347,16.9234
1.0473,20.0642,19.1584
1.3290,20.0642,15.0974
1.0849,20.0642,18.4949
1.5182,20.0642,13.2161
1.0083,10.1874,10.1036
1.1559,64.3472,55.6666
4.6527,64.3472,13.8302
3.2606,64.3472,19.7346
8.7946,103.6060,11.7807
1.3688,35.4199,25.8766
1.8873,35.4199,18.7678
1.8624,35.4199,19.0188
1.8695,35.4199,18.9460
1.7042,35.4199,20.7834
3.7279,39.1354,10.4979
3.3065,39.1354,11.8359
1.0624,10.9561,10.3121
1.0359,10.9350,10.5559
1.0166,10.0127,9.8489
1.0241,13.9391,13.6107
1.0211,10.2199,10.0086
1.4385,17.5122,12.1741
1.4164,17.5122,12.3642
1.2577,17.5122,13.9237
1.1906,17.5122,14.7090
1.1793,17.5122,14.8494
1.1509,17.5122,15.2166
4.2354,84.4312,19.9345
3.5915,84.4312,23.5084
7.3018,96.7595,13.2514
4.7448,96.7595,20.3929
3.4890,96.7595,27.7331
5.4685,361.9568,66.1891
4.4217,361.9568,81.8590
3.6028,269.0971,74.6906
3.5266,269.0971,76.3056
1.8749,269.0971,143.5260
1.5052,269.0971,178.7820
1.0328,11.0821,10.7298
1.0189,10.9123,10.7102
2.6020,36.1781,13.9038
1.2418,30.4262,24.5019
1.1579,30.4262,26.2768
1.0195,30.4262,29.8434
1.2307,30.4262,24.7235
1.1116,30.4262,27.3712
1.0262,30.4262,29.6505
1.1004,30.4262,27.6489
1.0175,30.4262,29.9015
1.0205,30.4262,29.8147
1.0923,30.4262,27.8561
1.0446,30.4262,29.1262
1.1254,30.4262,27.0355
1.2265,30.4262,24.8066
1.1604,30.4262,26.2194
1.0072,11.6005,11.5176
1.0252,12.1971,11.8975
1.0397,12.1971,11.7313
3.9020,45.9720,11.7816
1.0100,10.4012,10.2980
1.0393,11.4793,11.0448
1.0277,10.6793,10.3917
1.0882,10.9779,10.0878
1.1916,12.5707,10.5494
1.1429,12.5707,10.9993
1.0464,23.7477,22.6951
1.3779,22.3941,16.2529
1.0527,13.3618,12.6925
1.0390,10.8014,10.3958
3.1618,55.7901,17.6451
3.1331,55.7901,17.8066
2.7746,55.7901,20.1072
3.9959,55.7901,13.9620
3.0493,55.7901,18.2963
1.0483,10.5542,10.0684
1.0252,12.1253,11.8273
1.1442,11.9066,10.4058
1.0329,11.9066,11.5269
1.0872,30.4549,28.0132
1.0819,30.4549,28.1507
1.0895,11.9160,10.9373
1.0905,11.9160,10.9270
1.0193,11.0909,10.8809
1.1254,16.0343,14.2471
1.0184,16.0343,15.7448
1.0094,16.0343,15.8853
1.3995,29.8794,21.3499
1.1666,17.1116,14.6681
1.1157,17.1116,15.3369
1.1121,17.1116,15.3864
1.0978,17.1116,15.5878
1.0727,17.1116,15.9517
1.0284,17.1116,16.6387
1.0090,24.6191,24.3998
1.0540,12.9996,12.3339
1.0010,12.9996,12.9862
1.6302,18.8530,11.5648
1.1142,11.2319,10.0806
1.2309,11.8461,9.6239
1.0528,10.4358,9.9128
1.0189,12.5189,12.2869
1.1871,24.5225,20.6572
1.0375,12.5856,12.1308
2.0272,41.7882,20.6141
1.0169,10.5942,10.4181
1.2104,12.2151,10.0917
1.1325,12.2151,10.7863
1.2212,13.4232,10.9921
1.0578,13.4232,12.6897
1.0470,13.4232,12.8212
1.0726,13.2836,12.3842
1.0443,13.2836,12.7204
23.5285,389.1434,16.5392
3.8449,389.1434,101.2097
1.0231,10.7880,10.5446
1.3250,30.3242,22.8857
1.0942,30.3242,27.7146
1.0631,10.7557,10.1175
1.0178,11.3511,11.1524
1.0045,14.0869,14.0231
1.1630,10.8342,9.3154
1.0621,10.4358,9.8253
1.0246,15.2761,14.9090
1.1110,13.6452,12.2824
1.0768,11.9181,11.0677
1.0010,11.9181,11.9065
1.0598,18.7802,17.7208
8.8798,349.2819,39.3344
3.7114,349.2819,94.1098
1.1958,11.7906,9.8602
1.0358,12.1278,11.7083
1.7615,21.3280,12.1077
1.7396,21.3280,12.2606
1.6758,21.3280,12.7267
1.1173,12.5930,11.2707
1.0938,12.5930,11.5129
1.0840,24.0944,22.2263
1.2976,24.0944,18.5680
1.2607,13.9625,11.0753
1.0106,14.3910,14.2393
1.7583,21.9873,12.5047
1.2661,21.9873,17.3656
1.1546,12.0048,10.3971
1.1022,12.0048,10.8918
1.1359,12.1055,10.6569
1.4254,20.5296,14.4024
1.4009,20.5296,14.6545
1.2926,20.5296,15.8822
1.2300,20.5296,16.6902
1.1334,13.9507,12.3087
1.0972,13.9507,12.7150
1.0495,13.9507,13.2932
1.1652,12.4365,10.6734
1.1181,12.4365,11.1231
1.1240,13.0273,11.5899
2.0083,37.9660,18.9043
1.9148,37.9660,19.8279
1.7560,37.9660,21.6212
1.2844,16.4517,12.8084
1.2999,16.4517,12.6561
1.0593,16.4517,15.5302
1.0403,16.4517,15.8147
1.2345,18.4635,14.9562
1.1633,18.4635,15.8717
1.0002,18.4635,18.4606
1.3336,12.4761,9.3554
3.0037,55.0270,18.3198
2.9491,55.0270,18.6591
2.8531,55.0270,19.2865
2.8243,55.0270,19.4833
1.3173,12.2656,9.3115
1.0507,13.5444,12.8914
1.0191,13.5444,13.2905
1.5305,17.6532,11.5340
1.2554,17.6532,14.0618
1.1325,17.6532,15.5873
1.2783,112.2966,87.8494
1.0950,112.2966,102.5535
1.0819,112.2966,103.7982
1.9613,50.6390,25.8191
1.0999,17.1765,15.6158
1.4867,17.1765,11.5536
1.5188,22.0638,14.5270
1.4382,22.0638,15.3410
1.4155,22.0638,15.5869
1.2919,22.0638,17.0785
1.1939,19.0217,15.9327
1.3131,19.0217,14.4858
1.3073,19.0217,14.5507
1.1579,19.0217,16.4275
1.1963,19.0217,15.9001
2.5273,43.8548,17.3521
2.4985,43.8548,17.5526
2.4827,43.8548,17.6639
1.2376,15.3377,12.3935
1.0855,10.8349,9.9816
1.1126,12.2702,11.0288
1.0567,12.2702,11.6114
1.2112,18.1771,15.0081
1.1701,18.1771,15.5344
1.0282,13.6320,13.2579
1.0094,11.7804,11.6703
1.1732,15.1311,12.8971
1.1058,15.1311,13.6837
2.2079,33.0785,14.9820
1.9837,33.0785,16.6753
1.9610,33.0785,16.8685
1.1365,12.8339,11.2928
1.1076,12.8339,11.5869
1.0891,12.8339,11.7837
1.0079,41.9585,41.6306
1.2358,41.9585,33.9517
1.0544,11.4843,10.8914
