speedup
0.6787
0.6653
0.3309
0.4282
0.4894
0.4706
0.4699
0.4678
0.7059
0.6417
0.5331
0.5094
0.4900
0.5885
0.6198
0.5317
0.5208
0.4990
0.7349
1.3121
0.7405
0.6995
0.5966
0.6565
0.5954
0.5823
0.6061
0.5636
0.7259
0.4650
0.4622
0.4427
0.6173
0.6433
0.6835
0.6901
0.5871
0.5752
0.4005
0.3824
0.3713
0.5226
0.5342
0.5105
0.5062
0.7039
0.6918
0.7193
0.6635
1.1704
1.1095
0.6145
0.6111
0.6404
0.6373
0.8060
0.7954
0.3458
0.0622
0.0449
0.0218
0.6800
0.6984
0.6585
0.4628
0.1174
0.4675
0.4379
0.3698
1.1262
1.0457
0.8286
0.5724
0.5706
0.5312
1.1639
1.1120
1.0991
0.7398
0.6177
0.3364
0.2923
0.5837
0.5634
0.5485
0.4809
0.4798
0.4777
0.4560
0.5396
0.2213
0.1638
0.4110
0.3919
0.3917
0.3390
0.6105
0.6060
0.4884
0.3959
0.1115
0.1115
0.1820
0.1670
0.5581
0.5428
0.5375
0.6792
0.6622
0.4244
0.4031
0.6744
0.7829
0.4619
0.4617
0.4596
0.4491
0.5564
0.5548
0.5507
0.5453
0.4030
0.3965
0.2606
0.7060
0.7005
0.7893
0.6907
0.7605
0.6342
0.6297
0.6106
0.5730
0.5607
0.5577
0.5410
0.9185
0.4858
0.3492
0.8008
0.3434
0.1857
0.5754
0.5555
0.6266
0.6089
0.6264
0.6103
0.7493
0.5305
0.5174
0.5127
0.6567
0.5376
0.5249
0.5229
0.4828
0.7104
0.2909
0.2741
0.7501
0.6515
0.5948
0.7448
1.7490
1.0447
0.9680
0.5754
0.6881
0.7275
0.7066
1.2657
0.9091
0.9084
0.7443
0.4290
0.3147
0.4687
0.4525
0.4510
0.4486
0.8079
0.3803
0.3519
0.2976
0.5793
0.5699
0.5444
0.7360
0.9317
0.9300
0.6504
0.6235
0.6154
0.7204
0.4227
0.4085
0.2811
0.4320
0.2713
0.2577
0.8676
0.8354
0.5527
0.5022
0.4969
0.4699
1.0212
0.8529
0.8500
5.5975
0.5569
0.5164
0.5082
0.4944
2.4988
2.2549
1.8652
1.5878
0.7338
0.6201
0.5614
0.5367
0.7522
0.7477
0.6219
0.6094
0.5497
0.8810
0.6550
0.6365
1.2505
0.5350
0.5129
0.4978
0.5107
0.4944
0.4787
0.4708
0.8300
0.6380
0.6112
1.0204
0.6304
0.6065
0.5214
0.5182
0.4774
0.6565
0.5963
0.0701
0.0546
0.0542
0.0211
0.5870
0.5676
0.5581
0.3763
0.1734
0.3501
0.2766
0.2743
0.3898
0.3796
0.3058
0.2924
0.2888
0.2677
3.4717
1.4645
1.2313
0.1772
0.1094
0.1055
0.1010
0.3278
0.3261
0.3153
0.3519
0.3487
0.3427
0.3423
0.5471
0.5803
0.3025
0.2962
0.2941
0.3736
0.3354
0.3811
0.3652
0.5180
0.3752
0.4485
0.4353
0.4266
0.4108
0.7301
0.4505
0.4353
1.0349
0.8546
0.1356
0.1128
0.3822
0.3492
0.3436
0.3254
0.2998
0.2779
0.0306
0.5227
0.5799
0.5695
0.3328
0.3243
0.2922
0.6353
0.3681
0.3604
0.3556
0.5181
0.5095
0.2590
0.2160
0.0380
0.5460
1.2338
1.0746
0.3323
0.3212
0.3110
0.3041
3.7225
3.0966
2.5797
0.5052
0.3370
0.3107
1.8273
1.6864
1.5928
0.9028
0.5826
0.5610
0.4770
0.4897
0.5322
0.3592
0.3549
0.3489
0.3097
0.3078
0.2937
0.4210
0.3922
0.3136
0.3019
0.2225
0.4460
0.8790
0.2927
0.2679
0.1328
0.4398
0.4045
0.5983
0.4254
0.4009
0.3743
0.3718
0.7105
0.4051
0.4028
0.6788
0.6239
0.3291
0.2586
0.2318
0.2304
0.2293
0.2370
0.2269
0.2049
0.1977
0.3110
0.6144
0.5692
0.5146
0.2600
0.2488
0.2420
0.2410
0.3292
0.2989
0.2927
0.2789
0.2618
0.2412
0.3154
0.8854
0.2564
0.2331
0.3938
0.3365
0.3346
0.3245
0.3539
0.3424
0.3387
0.2870
0.2741
0.3196
0.4017
0.7707
0.6773
0.6701
0.6368
0.2923
0.2694
0.3260
0.3138
5.1646
4.6302
4.0484
2.8153
0.5636
0.0586
0.5249
0.4544
0.4341
0.3935
0.3525
0.3424
0.3334
0.3085
0.2861
0.3084
0.2890
0.2848
0.2408
3.3411
3.1122
3.1025
0.3856
0.2836
0.2820
0.2508
0.2461
0.2748
0.2747
0.3285
0.3256
0.3266
0.3117
0.2876
0.2655
0.2918
0.2815
0.2799
0.3103
0.2933
0.2907
0.3076
0.2759
0.2690
0.2654
0.2673
0.2491
0.3035
0.2697
0.2613
0.2117
0.2903
0.2746
0.2739
0.2557
0.2481
0.2390
0.2315
0.2075
0.4320
0.1586
0.1469
0.1216
0.1165
0.3570
0.3415
0.3314
0.3468
0.3423
0.3395
0.3342
0.3375
0.1623
0.2908
0.2778
0.3503
0.6335
0.2720
0.2680
0.2607
0.3216
0.7550
0.1641
0.1511
0.2392
0.2370
0.2314
0.3197
0.2679
0.2601
0.2550
0.2933
0.3260
0.2967
0.2950
0.2685
0.2793
0.2777
0.1100
0.2641
0.2631
14.2326
12.9906
7.4757
0.1658
0.1632
0.2691
0.1128
0.0938
0.2800
0.2626
0.2603
0.2522
0.2371
0.2408
0.2209
0.2083
0.3414
0.3326
0.3079
0.4310
0.4135
0.2131
0.1915
0.1864
0.3044
0.2812
0.2482
0.2664
0.2629
0.3544
0.3455
0.1075
0.0990
0.2017
0.1836
0.1805
0.3084
0.2877
0.1882
0.1827
0.1754
0.1131
0.2038
0.1722
0.1493
0.1373
0.0898
0.0650
0.2945
0.2772
0.2644
0.3958
0.2073
0.2046
0.2029
0.2654
0.2741
0.2723
0.3228
0.3109
0.2862
0.2439
0.2869
0.2572
0.2526
0.2346
0.2396
0.2276
0.2992
0.2562
0.2600
0.2372
0.1147
0.2808
0.2537
0.2332
0.2666
0.2583
0.2558
0.3017
0.2690
0.3373
0.3277
0.2783
0.2872
1.4783
0.2946
0.2141
0.2625
0.1548
0.2604
0.2522
0.2455
0.2839
0.2834
0.3558
0.4589
0.3974
0.2935
0.2703
0.2889
0.2774
0.2710
0.5707
0.5582
0.2549
0.2533
0.2296
0.3398
0.3004
0.2909
0.2850
1.9504
1.8021
1.6335
0.2720
2.9415
2.8985
2.4261
1.1803
2.6317
0.1635
0.2575
0.2524
0.4934
0.3490
0.5605
0.5378
0.5312
0.7632
0.5134
0.2705
0.2622
0.2388
0.2386
0.2703
0.2674
0.2605
0.2316
0.2533
0.2398
0.2766
0.2759
0.2608
0.2687
0.2482
0.2546
0.2437
0.3045
0.2820
0.0586
0.2354
0.2271
0.2265
0.2690
0.2494
0.2560
0.2396
0.2352
0.2346
0.2669
0.2846
0.2689
0.2618
0.2367
0.2268
0.4842
0.4700
0.1337
0.1333
0.1316
0.2900
0.7588
0.7386
0.8557
0.2525
0.2418
0.2864
0.2426
0.2416
0.1259
0.2809
0.2562
0.2642
0.2628
0.2452
0.3129
0.2818
0.2584
0.2496
0.1741
0.1643
0.1594
0.1179
0.2478
0.2378
0.3135
0.3539
0.3166
0.3201
0.2375
0.2147
0.2783
0.2510
0.2095
0.2011
0.1856
0.2559
0.2513
0.2576
0.2429
0.2607
0.2469
0.2693
0.2873
0.2755
0.2616
0.2586
0.2543
0.2297
0.2231
0.2115
0.2062
0.2227
0.2069
0.2736
0.2516
0.3113
0.3978
0.2701
0.2563
0.2523
0.2360
0.2266
0.2208
0.1357
0.1177
0.2785
0.2579
0.2524
0.2430
0.2414
0.2218
0.2204
0.3275
0.2603
0.2427
0.2600
0.2494
0.2416
0.2702
0.2585
0.2678
0.2653
0.2806
0.1935
0.1003
0.2641
0.2506
0.2355
0.2971
0.2742
0.1919
0.1898
0.1835
0.2695
0.2388
0.2369
0.2712
0.0940
0.0913
0.2466
0.1986
0.1613
0.0450
0.4141
0.4118
0.3958
0.2701
0.2607
0.2599
0.2524
0.2444
0.2578
0.2646
0.2035
0.2081
0.2019
0.0481
0.1920
0.3011
0.2832
0.2651
0.5373
0.4451
0.3935
0.2568
0.2508
0.2792
0.2751
0.2562
0.3533
0.2528
0.2182
0.2127
0.3102
0.3209
0.2130
0.2058
0.2820
0.2845
0.2625
0.6651
0.6497
0.6375
0.2587
0.2532
0.2354
0.5689
0.5647
0.5388
0.2807
0.4620
0.2670
0.2539
0.2432
0.2315
0.2290
0.2084
0.2625
0.2202
0.2538
0.4569
0.3992
0.3451
0.3183
0.3112
0.3602
0.3042
0.2965
0.2922
0.2726
0.4100
0.3324
0.2661
2.4831
2.3358
2.3264
0.2730
0.2570
0.2564
0.2371
0.1545
0.1400
0.2920
0.4751
0.1661
0.0669
0.2541
0.2442
0.2314
0.3024
0.2809
5.2945
0.2505
0.2458
0.2037
2.4170
2.0406
0.3937
0.3242
0.3073
0.2944
0.2756
0.2926
0.2879
0.2729
0.2642
0.2613
0.0136
0.2625
0.2460
0.2596
0.2125
0.2118
0.2518
0.2922
0.2833
0.2818
0.2598
0.1364
0.1288
0.8813
0.5694
0.5640
0.4755
0.3422
0.3447
0.3443
0.3167
0.3012
0.2780
0.2719
0.2638
0.3212
0.2903
0.2902
0.3348
0.3859
0.3784
0.3196
0.1406
0.3467
0.3359
0.3018
0.2965
0.3117
0.3088
0.3146
0.3176
0.3291
0.3576
0.2786
0.2752
0.2598
0.3527
0.3253
0.3206
0.2968
0.3487
0.2802
0.2488
0.2227
0.3100
0.3362
0.2863
0.2818
0.2700
2.3057
2.1056
0.3461
0.3089
0.2953
0.2562
0.3018
0.2954
0.3195
0.3183
0.3168
0.2979
0.4426
0.6484
0.6093
0.5215
0.3896
0.4489
0.3594
0.3741
0.2837
0.2675
0.2672
0.2971
1.5781
1.4524
0.2860
0.2764
0.2977
0.3204
0.3373
0.2917
0.3028
0.2743
0.2880
0.2552
0.2933
3.2536
2.9859
1.0528
0.3812
0.3075
0.3227
0.3132
1.3722
1.3639
1.3428
0.7534
0.2711
0.2896
0.4442
0.3927
0.3833
0.3956
0.3410
0.3324
0.3174
0.0707
0.0691
0.2062
0.1956
0.3729
0.3697
0.3483
0.2984
0.3292
0.3292
0.4825
0.4596
0.4079
0.3681
0.2933
0.3089
0.2641
0.2450
0.3121
0.3022
0.2889
0.3389
0.2627
0.2609
0.1034
1.2964
0.1754
0.3324
0.2629
0.2942
0.7747
0.7057
0.6383
0.5188
0.1556
0.1963
0.0939
0.3112
0.3031
0.3048
0.2921
0.2706
0.0941
0.0310
0.2634
0.1719
0.1316
0.2960
0.2821
0.3347
0.3571
0.2949
0.2776
0.2689
0.3230
0.3504
0.3374
0.3358
0.3089
0.3436
0.2756
0.3315
0.3292
0.3082
0.3050
0.3156
0.3138
0.3078
0.2837
0.3073
0.3172
0.3112
0.2935
0.3099
0.3331
0.3686
0.3400
0.5252
0.4985
0.4124
0.3411
0.3399
0.3379
0.3147
0.4243
0.2953
0.2979
0.2729
0.3049
0.2738
0.2547
0.2836
0.3029
0.3381
0.3349
0.3193
0.3151
0.4891
0.4508
0.3495
0.2992
0.1163
0.3233
0.2981
0.0745
0.6981
0.5777
0.5376
0.4647
15.0610
14.7230
14.3664
10.0870
0.3266
0.3112
0.2543
0.3226
0.2963
0.2653
0.3070
0.2938
0.4063
0.3158
0.3325
0.2981
0.2718
0.2490
0.3233
0.3150
0.3877
0.3567
0.2344
0.3692
0.3555
0.3054
0.1511
0.1374
0.1186
0.4082
0.5234
0.4244
0.4063
0.3995
0.3483
0.3170
0.2922
0.2756
0.3916
0.4036
0.3993
0.2694
0.2641
0.2116
0.0723
0.3940
0.4300
0.3158
0.9413
0.7319
0.6902
0.4156
0.3998
0.3343
0.4286
0.4237
0.0801
0.1716
0.5057
0.4478
0.4684
0.4381
0.4675
0.4521
0.4497
0.4408
0.2150
0.1901
0.1602
0.4727
0.4440
0.3855
0.3188
0.2199
0.3485
0.5737
0.4942
0.4711
0.4121
0.3722
0.3885
0.3818
0.3963
0.3375
0.2962
0.2631
0.2407
0.4396
0.3587
0.1796
0.4054
0.4328
2.6025
2.4986
1.2790
0.9601
0.4258
0.3863
0.3734
0.3704
0.3402
0.1149
0.3185
