baseline_time,virtual_best_time,grade,chose
24.3666,24.3666,2,baseline
13.7559,13.7559,2,baseline
13.7559,13.7559,2,baseline
13.7559,13.7559,2,baseline
13.7559,13.7559,2,baseline
487.9485,487.9485,2,baseline
8.7285,8.7285,2,baseline
9.8353,9.8353,2,baseline
9.8353,9.8353,2,baseline
9.8353,9.8353,2,baseline
10.8658,10.8658,2,baseline
10.8658,10.8658,2,baseline
11.8982,11.8982,2,baseline
11.8982,11.8982,2,baseline
8.7315,8.7315,2,baseline
8.7315,8.7315,2,baseline
8.7689,8.7689,2,baseline
8.7689,8.7689,2,baseline
9.0988,9.0988,2,baseline
9.0988,9.0988,2,baseline
234.1168,22.8403,3,invariant
234.1168,25.7456,3,invariant
234.1168,26.5841,3,invariant
234.1168,35.1003,3,invariant
11.7613,11.7613,2,baseline
11.7613,11.7613,2,baseline
11.7613,11.7613,2,baseline
11.7613,11.7613,2,baseline
11.7613,11.7613,2,baseline
12.5400,12.5400,2,baseline
12.5400,12.5400,2,baseline
12.5400,12.5400,2,baseline
12.5400,12.5400,2,baseline
8.0756,8.0756,2,baseline
23.1275,20.2398,3,invariant
23.1275,23.1275,2,baseline
355.6885,355.6885,2,baseline
10.1647,10.1647,2,baseline
17.4479,15.9917,3,invariant
17.4479,17.4479,2,baseline
13.9733,12.9148,3,invariant
13.9733,13.9733,2,baseline
101.5475,20.2888,3,invariant
8.4601,8.4601,2,baseline
8.4601,8.4601,2,baseline
23.5493,23.5493,2,baseline
23.5493,23.5493,2,baseline
10.3254,10.3254,2,baseline
10.3254,10.3254,2,baseline
8.3599,8.3599,2,baseline
8.8810,8.8810,2,baseline
8.8810,8.8810,2,baseline
8.8810,8.8810,2,baseline
8.8810,8.8810,2,baseline
8.8810,8.8810,2,baseline
11.0224,11.0224,2,baseline
11.0224,11.0224,2,baseline
11.0224,11.0224,2,baseline
11.0224,11.0224,2,baseline
11.0224,11.0224,2,baseline
11.0224,11.0224,2,baseline
8.7615,8.7615,2,baseline
8.7615,8.7615,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
12.2923,12.2923,2,baseline
74.9746,10.2392,3,invariant
74.9746,10.7227,3,invariant
8.7031,8.7031,2,baseline
8.7031,8.7031,2,baseline
8.7031,8.7031,2,baseline
8.5459,8.5459,2,baseline
8.0060,8.0060,2,baseline
8.6777,8.6777,2,baseline
8.6777,8.6777,2,baseline
8.5760,8.5760,2,baseline
8.5760,8.5760,2,baseline
9.0939,9.0939,2,baseline
9.0939,9.0939,2,baseline
9.0939,9.0939,2,baseline
9.0931,9.0931,2,baseline
8.1209,8.1209,2,baseline
8.7542,8.7542,2,baseline
8.0087,8.0087,2,baseline
8.0087,8.0087,2,baseline
28.8837,28.8837,2,baseline
28.8837,28.8837,2,baseline
28.8837,28.8837,2,baseline
8.1137,8.1137,2,baseline
8.4923,8.4923,2,baseline
9.7372,9.7372,2,baseline
9.7372,9.7372,2,baseline
9.7372,9.7372,2,baseline
9.7372,9.7372,2,baseline
26.3022,26.3022,2,baseline
26.3022,26.3022,2,baseline
26.3022,26.3022,2,baseline
26.3022,26.3022,2,baseline
13.9000,13.9000,1,baseline
13.9000,13.9000,1,baseline
9.0288,9.0288,2,baseline
9.0288,9.0288,2,baseline
9.0288,9.0288,2,baseline
9.0288,9.0288,2,baseline
8.4741,8.4741,2,baseline
8.4741,8.4741,2,baseline
8.4741,8.4741,2,baseline
8.4741,8.4741,2,baseline
8.9516,8.9516,2,baseline
8.9516,8.9516,2,baseline
8.9516,8.9516,2,baseline
8.9516,8.9516,2,baseline
47.4142,47.4142,1,baseline
47.4142,47.4142,1,baseline
47.4142,47.4142,1,baseline
47.4142,47.4142,1,baseline
8.9829,8.9829,2,baseline
8.7427,8.7427,2,baseline
8.7427,8.7427,2,baseline
11.3676,11.3676,2,baseline
11.3676,11.3676,2,baseline
11.3676,11.3676,2,baseline
11.3676,11.3676,2,baseline
9.5896,9.5896,2,baseline
9.5896,9.5896,2,baseline
8.4832,8.4832,2,baseline
14.6434,14.6434,2,baseline
9.7637,9.7637,2,baseline
8.5283,8.5283,2,baseline
8.5283,8.5283,2,baseline
8.5283,8.5283,2,baseline
8.1321,8.1321,2,baseline
8.1321,8.1321,2,baseline
8.1321,8.1321,2,baseline
8.1321,8.1321,2,baseline
8.1321,8.1321,2,baseline
8.2643,8.2643,2,baseline
8.2643,8.2643,2,baseline
8.2643,8.2643,2,baseline
8.2643,8.2643,2,baseline
8.2643,8.2643,2,baseline
8.4398,8.4398,2,baseline
122.4887,44.0472,3,invariant
122.4887,122.4887,1,baseline
122.4887,122.4887,1,baseline
9.4223,9.4223,2,baseline
9.4223,9.4223,2,baseline
9.8135,9.8135,2,baseline
9.8135,9.8135,2,baseline
9.8135,9.8135,2,baseline
9.8135,9.8135,2,baseline
8.9516,8.9516,2,baseline
8.9516,8.9516,2,baseline
8.9516,8.9516,2,baseline
13.4024,13.4024,2,baseline
13.4024,13.4024,2,baseline
13.4024,13.4024,2,baseline
8.3186,8.3186,2,baseline
8.3186,8.3186,2,baseline
8.3186,8.3186,2,baseline
8.3186,8.3186,2,baseline
10.8547,10.8547,2,baseline
10.8547,10.8547,2,baseline
8.2898,8.2898,2,baseline
8.2898,8.2898,2,baseline
9.9630,9.9630,2,baseline
9.9630,9.9630,2,baseline
14.1041,14.1041,2,baseline
14.1041,14.1041,2,baseline
14.1041,14.1041,2,baseline
22.8338,22.8338,2,baseline
22.8338,22.8338,2,baseline
8.7700,8.7700,2,baseline
11.8422,11.8422,2,baseline
11.8422,11.8422,2,baseline
11.8422,11.8422,2,baseline
11.8422,11.8422,2,baseline
10.4211,10.4211,2,baseline
10.4211,10.4211,2,baseline
15.1681,15.1681,2,baseline
15.1681,15.1681,2,baseline
15.1681,15.1681,2,baseline
15.1681,15.1681,2,baseline
8.8019,8.8019,2,baseline
8.3513,8.3513,2,baseline
8.3513,8.3513,2,baseline
8.3513,8.3513,2,baseline
8.3513,8.3513,2,baseline
9.1119,9.1119,2,baseline
28.8435,28.8435,2,baseline
8.8792,8.8792,2,baseline
8.8792,8.8792,2,baseline
8.8792,8.8792,2,baseline
8.8792,8.8792,2,baseline
7.6259,7.6259,2,baseline
8.8480,8.8480,2,baseline
10.4868,10.4868,2,baseline
8.6744,8.6744,2,baseline
8.6744,8.6744,2,baseline
8.6744,8.6744,2,baseline
8.6744,8.6744,2,baseline
14.1292,14.1292,2,baseline
14.1292,14.1292,2,baseline
14.1292,14.1292,2,baseline
14.1292,14.1292,2,baseline
10.8163,10.8163,2,baseline
10.8163,10.8163,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
24.5089,15.2465,3,invariant
24.5089,24.5089,2,baseline
24.5089,24.5089,2,baseline
21.7256,21.7256,2,baseline
21.7256,21.7256,2,baseline
22.3234,15.3207,3,invariant
22.3234,19.5306,3,invariant
22.3234,22.3234,2,baseline
8.7365,8.7365,2,baseline
103.0960,103.0960,2,baseline
103.0960,103.0960,1,baseline
8.4312,8.4312,2,baseline
8.4312,8.4312,2,baseline
8.4312,8.4312,2,baseline
20.5870,20.5870,1,baseline
20.5870,20.5870,1,baseline
20.5870,20.5870,1,baseline
18.2979,18.2979,2,baseline
13.4781,12.4904,3,invariant
13.4781,13.4781,2,baseline
13.4781,13.4781,2,baseline
13.4781,13.4781,2,baseline
22.0445,20.9444,3,invariant
22.0445,22.0445,2,baseline
22.0445,22.0445,2,baseline
8.8840,8.8840,2,baseline
8.8840,8.8840,2,baseline
7.9272,7.9272,2,baseline
8.3869,8.3869,2,baseline
11.5069,11.5069,2,baseline
11.5069,11.5069,2,baseline
11.5069,11.5069,2,baseline
21.9205,11.9096,3,invariant
21.9205,12.0172,3,invariant
21.9205,14.1710,3,invariant
9.2208,9.2208,2,baseline
9.2208,9.2208,2,baseline
9.2208,9.2208,2,baseline
10.3194,10.3194,2,baseline
10.3194,10.3194,2,baseline
10.3194,10.3194,2,baseline
10.3194,10.3194,2,baseline
153.6018,75.6158,3,invariant
9.5457,9.5457,2,baseline
9.4874,9.4874,2,baseline
9.4874,9.4874,2,baseline
9.4874,9.4874,2,baseline
33.8916,24.3125,3,invariant
33.8916,33.8916,2,baseline
33.8916,33.8916,2,baseline
33.8916,33.8916,2,baseline
8.3126,8.3126,2,baseline
13.4419,12.2857,3,invariant
13.4419,12.5343,3,invariant
9.3391,9.3391,2,baseline
9.3391,9.3391,2,baseline
9.3391,9.3391,2,baseline
9.7220,9.7220,2,baseline
9.7220,9.7220,2,baseline
18.2313,18.2313,2,baseline
9.7553,9.7553,2,baseline
9.7553,9.7553,2,baseline
9.0765,9.0765,2,baseline
9.0765,9.0765,2,baseline
9.3825,9.3825,2,baseline
14.5506,13.9166,3,invariant
14.5506,14.5506,2,baseline
14.5506,14.5506,2,baseline
14.5506,14.5506,2,baseline
14.5506,14.5506,2,baseline
17.0606,17.0606,2,baseline
17.0606,17.0606,2,baseline
10.0054,10.0054,2,baseline
10.0054,10.0054,2,baseline
8.6182,8.6182,2,baseline
12.7785,12.7785,2,baseline
12.7785,12.7785,2,baseline
12.7785,12.7785,2,baseline
11.6339,11.6339,2,baseline
15.0697,10.7491,3,invariant
15.0697,11.3315,3,invariant
15.0697,12.6832,3,invariant
17.0015,15.7164,3,invariant
17.0015,16.6364,3,invariant
17.0015,17.0015,2,baseline
17.0015,17.0015,2,baseline
8.8861,8.8861,2,baseline
8.8861,8.8861,2,baseline
8.8861,8.8861,2,baseline
9.3100,9.3100,2,baseline
35.0946,35.0946,1,baseline
8.7403,8.7403,2,baseline
9.8867,9.8867,2,baseline
9.8867,9.8867,2,baseline
9.8867,9.8867,2,baseline
9.9977,9.9977,2,baseline
9.3334,9.3334,2,baseline
16.9009,16.9009,2,baseline
16.9009,16.9009,2,baseline
16.9009,16.9009,2,baseline
16.9009,14.5502,3,invariant
16.9009,16.9009,2,baseline
16.9009,13.6645,3,invariant
8.2847,8.2847,2,baseline
13.1205,13.1205,2,baseline
13.1205,13.1205,2,baseline
13.1205,13.1205,2,baseline
13.1205,13.1205,2,baseline
13.1205,13.1205,2,baseline
17.7990,14.6420,3,invariant
17.7990,16.0376,3,invariant
8.7397,8.7397,2,baseline
8.7397,8.7397,2,baseline
11.3366,11.3366,2,baseline
9.4415,9.4415,2,baseline
9.6431,9.6431,2,baseline
9.6431,9.6431,2,baseline
10.6932,10.6932,2,baseline
10.6932,10.6932,2,baseline
10.6932,10.6932,2,baseline
12.3319,12.3319,2,baseline
12.3319,12.3319,2,baseline
12.3319,12.3319,2,baseline
12.3319,12.3319,2,baseline
12.3319,12.3319,2,baseline
61.0065,61.0065,2,baseline
61.0065,61.0065,2,baseline
9.8772,9.8772,2,baseline
443.0915,443.0915,1,baseline
443.0915,443.0915,1,baseline
509.0054,509.0054,1,baseline
11.9773,11.3892,3,invariant
93.6385,42.4939,3,invariant
93.6385,43.2224,3,invariant
93.6385,49.7107,3,invariant
93.6385,55.3881,3,invariant
93.6385,90.2771,3,invariant
93.6385,93.6385,2,baseline
93.6385,93.6385,2,baseline
13.8204,13.8204,2,baseline
13.8204,13.8204,2,baseline
13.8204,13.8204,2,baseline
13.8204,13.8204,2,baseline
11.4822,10.8938,3,invariant
13.1752,11.9691,3,invariant
11.2397,11.2397,2,baseline
11.2397,11.2397,2,baseline
11.2397,11.2397,2,baseline
47.3882,41.7547,3,invariant
47.3882,47.3882,2,baseline
83.8223,83.8223,2,baseline
35.4668,15.3532,3,invariant
35.4668,18.2390,3,invariant
14.9302,14.9302,2,baseline
14.9302,14.9302,2,baseline
14.9302,14.9302,2,baseline
14.9302,14.9302,2,baseline
27.8602,24.4779,3,invariant
27.8602,27.8602,2,baseline
27.8602,27.8602,2,baseline
14.7750,10.9004,3,invariant
11.8009,10.5484,3,invariant
11.8009,11.8009,2,baseline
10.4710,10.4710,2,baseline
8.2311,8.2311,2,baseline
8.6360,8.6360,2,baseline
9.3188,9.3188,2,baseline
9.8366,9.6377,3,invariant
10.3420,10.3420,2,baseline
10.3420,10.3420,2,baseline
9.1357,9.1357,2,baseline
17.4677,17.4677,2,baseline
17.4677,17.4677,2,baseline
17.4677,17.4677,2,baseline
17.4677,17.4677,2,baseline
17.4677,17.4677,2,baseline
17.4677,17.4677,2,baseline
9.6958,9.6958,2,baseline
9.6958,9.6958,2,baseline
9.6958,9.6958,2,baseline
8.8531,8.8531,2,baseline
8.8531,8.8531,2,baseline
8.8531,8.8531,2,baseline
8.8531,8.8531,2,baseline
13.8183,12.8586,3,invariant
13.8183,13.0154,3,invariant
14.2949,9.3107,3,invariant
14.2949,10.4329,3,invariant
9.1763,9.1763,2,baseline
9.1763,9.1763,2,baseline
9.1763,9.1763,2,baseline
9.1684,9.1684,2,baseline
8.4548,8.4548,2,baseline
520.0847,229.1506,3,invariant
520.0847,239.1367,3,invariant
520.0847,338.0581,3,invariant
520.0847,41.4146,3,invariant
520.0847,182.9678,3,invariant
520.0847,191.9377,3,invariant
520.0847,520.0847,2,baseline
9.2072,9.2072,2,baseline
10.5852,10.5852,2,baseline
9.7635,9.7635,2,baseline
10.3720,10.3720,2,baseline
10.3720,10.3720,2,baseline
10.3720,10.3720,2,baseline
10.3720,10.3720,2,baseline
9.0353,9.0353,2,baseline
9.0353,9.0353,2,baseline
20.9072,20.1687,3,invariant
20.9072,20.9072,2,baseline
20.9072,20.9072,2,baseline
20.9072,20.9072,2,baseline
20.9072,20.9072,2,baseline
8.6298,8.6298,2,baseline
8.6298,8.6298,2,baseline
9.6918,9.6918,2,baseline
8.4451,8.4451,2,baseline
20.3768,11.9157,3,invariant
20.3768,16.5193,3,invariant
20.3768,17.5485,3,invariant
20.3768,17.5907,3,invariant
20.3768,20.3768,2,baseline
20.3768,16.1018,3,invariant
20.3768,17.7002,3,invariant
11.2878,11.2878,2,baseline
11.2878,11.2878,2,baseline
10.5485,10.5485,2,baseline
10.5485,10.5485,2,baseline
10.5485,10.5485,2,baseline
10.5485,10.5485,2,baseline
9.7741,9.7741,2,baseline
9.6583,9.6583,2,baseline
158.7831,28.6519,3,invariant
158.7831,56.5566,3,invariant
10.9551,9.5621,3,invariant
8.8750,8.8750,2,baseline
8.8750,8.8750,2,baseline
10.0133,10.0133,2,baseline
9.0863,9.0863,2,baseline
9.0863,9.0863,2,baseline
12.7542,12.7542,2,baseline
12.7542,12.7542,2,baseline
12.7542,12.7542,2,baseline
12.7542,12.7542,2,baseline
9.6662,9.6662,2,baseline
8.4190,8.4190,2,baseline
8.6208,8.6208,2,baseline
11.1881,10.8885,3,invariant
11.1881,11.0415,3,invariant
9.8023,9.7347,3,invariant
9.8023,9.8023,2,baseline
11.1335,11.1335,2,baseline
11.1335,11.1335,2,baseline
63.5857,23.3918,3,invariant
63.5857,25.6811,3,invariant
63.5857,49.8256,3,invariant
8.0553,8.0553,2,baseline
83.8778,13.6960,3,invariant
83.8778,14.4376,3,invariant
83.8778,15.8142,3,invariant
83.8778,16.1725,3,invariant
12.8706,12.4429,3,invariant
12.8706,12.5389,3,invariant
12.8706,12.8706,2,baseline
8.9296,8.9296,2,baseline
8.9296,8.9296,2,baseline
44.1607,16.2696,3,invariant
44.1607,16.6350,3,invariant
44.1607,18.1951,3,invariant
44.1607,30.8032,3,invariant
9.3085,9.3085,2,baseline
9.3085,9.3085,2,baseline
9.3085,9.3085,2,baseline
9.4036,9.4036,2,baseline
9.4036,9.4036,2,baseline
9.4736,9.4736,2,baseline
25.5523,25.5523,2,baseline
25.5523,25.5523,2,baseline
9.1381,9.1381,2,baseline
10.1580,10.1580,2,baseline
10.1580,10.1580,2,baseline
10.1580,10.1580,2,baseline
22.0537,12.9186,3,invariant
22.0537,22.0537,2,baseline
22.0537,22.0537,2,baseline
22.0537,22.0537,2,baseline
90.1115,90.1115,1,baseline
90.1115,90.1115,1,baseline
90.1115,90.1115,1,baseline
90.1115,90.1115,2,baseline
90.1115,90.1115,2,baseline
90.1115,90.1115,2,baseline
11.1471,11.1471,2,baseline
8.5880,8.4547,3,invariant
9.1289,9.1289,2,baseline
9.1289,9.1289,2,baseline
9.1289,9.1289,2,baseline
9.2230,9.2230,2,baseline
9.2230,9.2230,2,baseline
9.6147,9.6147,2,baseline
12.6414,12.2806,3,invariant
12.6414,12.6414,2,baseline
9.2726,9.2726,2,baseline
12.6610,12.6610,2,baseline
10.5436,10.5436,2,baseline
10.5436,10.5436,2,baseline
9.6866,9.6866,2,baseline
250.3555,250.3555,1,baseline
250.3555,250.3555,1,baseline
9.4998,9.4998,2,baseline
9.4998,9.4998,2,baseline
9.0652,9.0652,2,baseline
9.0652,9.0652,2,baseline
9.0652,9.0652,2,baseline
9.0652,9.0652,2,baseline
9.2018,9.2018,2,baseline
9.2018,9.2018,2,baseline
10.0770,10.0770,2,baseline
10.0770,10.0770,2,baseline
9.9321,9.9321,2,baseline
9.2301,9.2301,2,baseline
9.9096,9.9096,2,baseline
13.6481,13.6481,2,baseline
13.6481,13.6481,2,baseline
162.9577,96.0226,3,invariant
9.5568,9.5568,2,baseline
9.5568,9.5568,2,baseline
8.6610,8.6610,2,baseline
8.6610,8.6610,2,baseline
8.7995,8.7995,2,baseline
8.7995,8.7995,2,baseline
8.7995,8.7995,2,baseline
10.2265,10.2265,2,baseline
10.2265,10.2265,2,baseline
10.2265,10.2265,2,baseline
9.8494,9.8494,2,baseline
9.8494,9.8494,2,baseline
9.8494,9.8494,2,baseline
12.1581,12.1581,2,baseline
12.1581,12.1581,2,baseline
12.1581,12.1581,2,baseline
13.7920,13.7920,2,baseline
9.0991,9.0991,2,baseline
10.5773,10.5773,2,baseline
10.5773,10.5773,2,baseline
10.5773,10.5773,2,baseline
11.6054,11.6054,2,baseline
11.6054,11.6054,2,baseline
11.6054,11.6054,2,baseline
9.7070,9.7070,2,baseline
9.7070,9.7070,2,baseline
10.5841,10.5841,2,baseline
23.5321,13.4536,3,invariant
23.5321,16.0540,3,invariant
23.5321,17.5864,3,invariant
23.5321,18.1628,3,invariant
23.5321,19.5390,3,invariant
10.6882,10.6882,2,baseline
10.6882,10.6882,2,baseline
10.6882,10.6882,2,baseline
15.7035,10.4782,3,invariant
15.7035,11.5907,3,invariant
15.7035,12.1117,3,invariant
24.8104,17.2598,3,invariant
24.8104,17.8813,3,invariant
24.8104,18.8696,3,invariant
15.3830,13.2306,3,invariant
15.3830,14.9075,3,invariant
15.3830,15.3830,2,baseline
15.3830,15.3830,2,baseline
11.7746,11.7746,2,baseline
11.7746,11.7746,2,baseline
11.7746,11.7746,2,baseline
10.8336,10.8336,2,baseline
10.8336,10.8336,2,baseline
10.8336,10.8336,1,baseline
11.1522,11.1522,2,baseline
11.1522,11.1522,2,baseline
11.1522,11.1522,2,baseline
11.1522,11.1522,2,baseline
10.6158,10.4807,3,invariant
9.4672,9.4672,2,baseline
11.0983,11.0983,2,baseline
11.0983,11.0983,2,baseline
11.0983,11.0983,2,baseline
13.4897,13.4897,2,baseline
13.4897,13.4897,2,baseline
9.1568,9.1568,2,baseline
9.1568,9.1568,2,baseline
9.1568,9.1568,2,baseline
10.2988,10.2988,2,baseline
11.8862,11.8862,2,baseline
11.8862,11.8862,2,baseline
11.8862,11.8862,2,baseline
12.4757,12.4757,2,baseline
12.8978,10.0704,3,invariant
12.8978,11.0132,3,invariant
11.1161,11.0347,3,invariant
11.1161,11.1161,2,baseline
11.1161,11.1161,2,baseline
25.9686,25.9686,2,baseline
25.9686,19.2467,3,invariant
25.9686,24.5319,3,invariant
25.9686,25.5539,3,invariant
25.9686,25.9686,2,baseline
25.9686,25.9686,2,baseline
25.9686,25.9686,2,baseline
478.3587,15.2904,3,invariant
478.3587,15.6655,3,invariant
478.3587,19.1005,3,invariant
11.2934,11.2934,2,baseline
10.7086,10.7086,2,baseline
11.1295,10.1623,3,invariant
19.9860,19.6503,3,invariant
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,18.0315,3,invariant
19.9860,19.9489,3,invariant
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,19.9860,2,baseline
19.9860,16.8627,3,invariant
19.9860,18.4231,3,invariant
19.9860,18.9258,3,invariant
11.5612,11.5612,2,baseline
11.5612,11.5612,2,baseline
11.5612,11.5612,2,baseline
11.5612,11.5612,2,baseline
11.5612,11.5612,2,baseline
11.5612,11.5612,2,baseline
10.1646,10.1646,2,baseline
11.8532,11.8532,2,baseline
11.8532,11.8532,2,baseline
11.4315,10.5937,3,invariant
10.0171,9.4636,3,invariant
11.2603,11.2603,2,baseline
10.5941,10.5941,2,baseline
10.5941,10.5941,2,baseline
9.2073,9.2073,2,baseline
9.2073,9.2073,2,baseline
106.2588,13.9271,3,invariant
106.2588,15.2129,3,invariant
106.2588,16.2582,3,invariant
106.2588,18.3476,3,invariant
10.7207,10.7207,2,baseline
10.7207,10.7207,2,baseline
10.7207,10.7207,2,baseline
10.6230,10.6230,2,baseline
9.1686,9.1686,2,baseline
10.6731,10.6731,2,baseline
13.6823,13.6823,2,baseline
13.6823,13.6823,2,baseline
20.6374,20.6374,2,baseline
20.6374,20.6374,2,baseline
20.6374,20.6374,2,baseline
20.6374,20.6374,2,baseline
11.3085,11.3085,2,baseline
11.3085,11.3085,2,baseline
11.3085,11.3085,2,baseline
21.7504,21.7504,2,baseline
143.6469,143.6469,2,baseline
143.6469,143.6469,2,baseline
143.6469,143.6469,2,baseline
143.6469,143.6469,2,baseline
10.2905,10.2905,2,baseline
10.2905,10.2905,2,baseline
11.0300,11.0300,2,baseline
10.2597,9.2569,3,invariant
10.7864,10.6206,3,invariant
190.4158,13.5557,3,invariant
190.4158,15.0674,3,invariant
31.0426,31.0426,2,baseline
10.1350,10.1350,2,baseline
10.1350,10.1350,2,baseline
10.1350,10.1350,2,baseline
11.8343,11.8343,2,baseline
11.8343,11.8343,2,baseline
11.8343,11.8343,2,baseline
19.4889,12.7468,3,invariant
19.4889,13.0040,3,invariant
10.8393,10.8393,2,baseline
10.2755,9.8877,3,invariant
15.9210,15.9210,2,baseline
15.9210,15.9210,2,baseline
15.9210,15.9210,2,baseline
34.0793,34.0793,2,baseline
10.0238,10.0238,2,baseline
26.7085,24.6521,3,invariant
26.7085,26.7085,2,baseline
26.7085,26.7085,2,baseline
54.4841,19.3986,3,invariant
11.0013,11.0013,2,baseline
10.6077,10.6077,2,baseline
14.2503,14.2503,2,baseline
14.2503,14.2503,2,baseline
14.2503,14.2503,2,baseline
14.2503,14.2503,2,baseline
14.2503,14.2503,2,baseline
14.2503,14.2503,2,baseline
10.1483,10.1483,2,baseline
10.1483,10.1483,2,baseline
10.1483,10.1483,2,baseline
24.4744,24.4744,2,baseline
24.4744,24.4744,2,baseline
24.4744,24.4744,2,baseline
22.8428,22.8428,2,baseline
22.8428,22.8428,2,baseline
9.3541,8.7059,3,invariant
10.8301,10.8301,2,baseline
9.9520,9.4185,3,invariant
52.3091,52.3091,2,baseline
10.6057,10.6057,2,baseline
11.2676,10.6759,3,invariant
10.3948,10.3948,2,baseline
19.9623,19.9190,3,invariant
19.9623,19.9623,2,baseline
11.8738,11.8738,2,baseline
40.8003,40.8003,2,baseline
40.8003,40.8003,2,baseline
40.8003,40.8003,2,baseline
40.8003,40.8003,2,baseline
10.1218,10.1218,2,baseline
10.1218,10.1218,2,baseline
10.1218,10.1218,2,baseline
10.1218,10.1218,2,baseline
10.1218,10.1218,2,baseline
21.7536,18.3908,3,invariant
21.7536,21.7536,2,baseline
21.7536,21.7536,2,baseline
10.3976,10.3976,2,baseline
12.3676,12.0123,3,invariant
12.3676,12.1116,3,invariant
11.1003,10.9719,3,invariant
11.1003,11.1003,2,baseline
13.2341,13.2341,2,baseline
13.2341,13.2341,2,baseline
10.7519,10.7519,2,baseline
10.7519,10.7519,2,baseline
10.7519,10.7519,2,baseline
10.7519,10.7519,2,baseline
10.7519,10.7519,2,baseline
26.4632,26.4632,2,baseline
26.4632,26.4632,2,baseline
10.7836,10.7836,2,baseline
10.7836,10.7836,2,baseline
25.1571,25.1571,2,baseline
25.1571,25.1571,1,baseline
25.1571,25.1571,1,baseline
25.1571,25.1571,2,baseline
25.1571,25.1571,2,baseline
25.1571,24.8771,3,invariant
25.1571,25.1571,2,baseline
25.1571,23.5414,3,invariant
25.1571,25.1571,2,baseline
10.1188,10.1188,2,baseline
10.1188,10.1188,2,baseline
10.1188,10.1188,2,baseline
11.6575,11.6575,2,baseline
12.2155,12.2155,2,baseline
12.2155,12.2155,2,baseline
12.2155,12.2155,2,baseline
11.9052,11.9052,2,baseline
10.6095,10.6095,2,baseline
10.6095,10.6095,2,baseline
10.6095,10.6095,2,baseline
33.7929,33.7929,2,baseline
15.1912,15.1912,2,baseline
15.1912,15.1912,2,baseline
15.1912,15.1912,2,baseline
15.1912,15.1912,2,baseline
451.2058,14.0563,3,invariant
451.2058,14.7567,3,invariant
451.2058,14.9399,3,invariant
451.2058,16.0013,3,invariant
10.6082,10.6082,2,baseline
10.6082,10.6082,2,baseline
9.7155,9.7155,2,baseline
9.7155,9.7155,2,baseline
10.0032,9.7367,3,invariant
9.7942,9.7942,2,baseline
13.3963,12.2100,3,invariant
13.3963,12.4747,3,invariant
13.3963,13.3963,2,baseline
9.0834,9.0834,2,baseline
9.0834,9.0834,2,baseline
10.7400,10.7400,2,baseline
10.7400,10.7400,2,baseline
10.7400,10.7400,2,baseline
10.7400,10.7400,2,baseline
10.7045,10.7045,2,baseline
9.9212,9.7764,3,invariant
11.2520,11.2520,2,baseline
10.1163,10.1163,2,baseline
12.3585,12.3585,2,baseline
12.3585,12.3585,2,baseline
12.3585,12.3585,2,baseline
12.3585,12.3585,2,baseline
29.7013,21.0960,3,invariant
29.7013,23.1616,3,invariant
29.7013,25.8053,3,invariant
29.7013,26.0515,3,invariant
10.0003,10.0003,2,baseline
10.0003,10.0003,2,baseline
12.8295,12.8295,2,baseline
12.8295,12.8295,1,baseline
12.8295,12.8295,1,baseline
12.8295,12.8295,1,baseline
12.8295,12.8295,1,baseline
12.8295,12.8295,2,baseline
12.8295,12.8295,2,baseline
12.8295,12.8295,2,baseline
9.3956,9.3956,2,baseline
11.8375,11.8375,2,baseline
9.3021,9.3021,2,baseline
10.1458,10.1458,2,baseline
12.9436,12.9436,2,baseline
12.9436,12.9436,2,baseline
11.7148,11.7148,2,baseline
11.7148,11.7148,2,baseline
14.0928,11.7430,3,invariant
14.0928,12.5148,3,invariant
10.0353,10.0353,2,baseline
18.6749,18.3927,3,invariant
18.6749,18.6749,2,baseline
18.6749,18.6749,2,baseline
35.0831,30.1314,3,invariant
35.0831,35.0831,2,baseline
35.0831,35.0831,2,baseline
10.4332,10.4332,2,baseline
10.4332,10.4332,2,baseline
9.7371,9.7371,2,baseline
9.7371,9.6405,3,invariant
9.7371,9.5765,3,invariant
11.7237,11.7237,2,baseline
11.7237,11.7237,2,baseline
23.7729,23.7729,2,baseline
23.7729,23.7729,2,baseline
23.7729,23.7729,2,baseline
