baseline_time,virtual_best_time,grade,chose
10.3130,10.3130,2,baseline
10.7689,9.8040,3,invariant
10.7689,10.1377,3,invariant
47.5193,10.3348,3,invariant
47.5193,11.1178,3,invariant
47.5193,11.6756,3,invariant
47.5193,21.2825,3,invariant
15.0789,15.0789,2,baseline
15.0789,15.0789,2,baseline
10.1459,9.3311,3,invariant
10.1459,9.4060,3,invariant
10.7214,8.8600,3,invariant
9.9492,9.5722,3,invariant
9.9492,9.9492,2,baseline
11.1221,10.2658,3,invariant
11.1221,10.4930,3,invariant
11.1221,10.7756,3,invariant
10.7072,8.8983,3,invariant
11.7385,9.5686,3,invariant
11.7385,9.6805,3,invariant
11.7385,10.9076,3,invariant
11.0791,8.7812,3,invariant
10.2663,9.6006,3,invariant
11.1823,9.7883,3,invariant
12.8428,12.8428,2,baseline
12.8428,12.8428,2,baseline
12.8428,12.8428,2,baseline
12.8428,12.8428,1,baseline
11.2564,10.2790,3,invariant
11.2564,10.5065,3,invariant
11.2564,11.2564,2,baseline
20.7001,20.7001,2,baseline
20.7001,20.7001,2,baseline
20.7001,20.7001,2,baseline
20.7001,20.7001,2,baseline
10.7283,10.3408,3,invariant
14.3596,9.2463,3,invariant
10.4868,9.9239,3,invariant
13.0633,13.0633,2,baseline
13.0633,13.0633,2,baseline
13.0633,13.0633,2,baseline
13.0633,13.0633,2,baseline
11.2863,10.8626,3,invariant
11.6165,10.9166,3,invariant
11.6165,11.6165,2,baseline
10.6856,10.2657,3,invariant
10.4092,8.5942,3,invariant
20.7224,20.7224,2,baseline
20.7224,20.7224,2,baseline
20.7224,20.7224,2,baseline
20.7224,20.7224,2,baseline
10.1945,9.2101,3,invariant
10.3716,10.3716,2,baseline
10.5958,10.4130,3,invariant
10.5958,10.5809,3,invariant
10.5958,10.5958,2,baseline
10.5958,9.4050,3,invariant
10.5958,10.1063,3,invariant
9.3548,9.3548,2,baseline
9.3548,9.3548,2,baseline
10.4257,10.4257,2,baseline
10.4257,10.4257,2,baseline
10.4257,10.4257,2,baseline
11.4741,10.5660,3,invariant
11.4741,11.0941,3,invariant
11.4741,11.4741,2,baseline
111.5467,111.5467,2,baseline
111.5467,111.5467,2,baseline
111.5467,111.5467,2,baseline
10.3595,10.3595,2,baseline
10.3595,9.6750,3,invariant
10.7603,9.7695,3,invariant
13.5986,11.9514,3,invariant
13.5986,13.5986,2,baseline
13.5986,12.2727,3,invariant
30.3031,23.5587,3,invariant
30.3031,30.2383,3,invariant
30.3031,19.8888,3,invariant
30.3031,24.1981,3,invariant
30.3031,30.3031,2,baseline
30.3031,30.3031,2,baseline
14.3849,13.4744,3,invariant
14.3849,14.3849,2,baseline
10.6453,10.3339,3,invariant
10.6453,10.3761,3,invariant
10.7954,9.2219,3,invariant
14.0700,14.0700,2,baseline
14.0700,14.0700,2,baseline
14.0700,14.0700,2,baseline
12.7448,11.8235,3,invariant
12.7448,11.6813,3,invariant
12.7448,11.9643,3,invariant
12.7448,12.7448,2,baseline
21.7770,21.7770,2,baseline
39.8217,38.7954,3,invariant
39.8217,39.8217,2,baseline
39.8217,39.8217,2,baseline
39.8217,39.8217,2,baseline
11.7397,9.8229,3,invariant
59.4990,59.4990,2,baseline
13.5982,13.0150,3,invariant
10.0823,9.5255,3,invariant
15.4903,13.5758,3,invariant
15.4903,14.8315,3,invariant
15.4903,15.3147,3,invariant
15.4903,15.4903,2,baseline
15.4903,15.4903,2,baseline
15.4903,15.4903,2,baseline
15.4903,15.4903,2,baseline
15.4903,15.4903,2,baseline
15.6075,15.6075,2,baseline
11.3413,11.3413,2,baseline
11.3413,11.3413,2,baseline
11.3413,11.3413,2,baseline
11.3413,11.3413,2,baseline
11.3413,11.3413,2,baseline
11.3413,11.3413,2,baseline
11.3413,11.3413,2,baseline
11.1662,11.1662,2,baseline
11.1662,11.1662,2,baseline
11.1662,10.9768,3,invariant
11.4078,11.1972,3,invariant
29.4678,25.3177,3,invariant
29.4678,29.4678,2,baseline
29.4678,29.4678,2,baseline
29.4678,29.4678,2,baseline
10.6207,9.2910,3,invariant
13.1606,13.1606,2,baseline
13.1606,13.1606,2,baseline
13.1606,13.1606,2,baseline
11.9404,11.0279,3,invariant
11.9404,11.9404,2,baseline
13.5894,12.8477,3,invariant
13.5894,12.8601,3,invariant
12.4197,12.4197,2,baseline
12.4197,12.4197,2,baseline
12.4197,12.4197,2,baseline
11.8895,10.8728,3,invariant
19.9982,19.9982,1,baseline
19.9982,19.9982,1,baseline
19.9982,19.9982,1,baseline
19.9982,19.9982,1,baseline
13.0429,10.4901,3,invariant
12.1837,10.8238,3,invariant
10.6193,9.6790,3,invariant
11.4669,11.2813,3,invariant
11.4669,11.3340,3,invariant
37.6815,30.6156,3,invariant
37.6815,37.6815,2,baseline
11.3650,11.3650,2,baseline
11.3650,11.3650,2,baseline
11.3650,11.3650,2,baseline
11.3650,11.3650,2,baseline
10.8325,10.8325,2,baseline
11.3665,11.3665,2,baseline
11.3665,11.3665,2,baseline
11.3665,11.3665,2,baseline
11.0865,11.0865,2,baseline
11.0865,11.0865,2,baseline
15.0321,14.0972,3,invariant
15.0321,15.0321,2,baseline
15.6799,13.8701,3,invariant
15.6799,14.3874,3,invariant
15.6799,14.4385,3,invariant
12.1887,10.9845,3,invariant
10.0910,9.7919,3,invariant
10.0910,10.0910,2,baseline
16.5057,12.9483,3,invariant
16.5057,13.3329,3,invariant
16.5057,13.4299,3,invariant
16.5057,14.3426,3,invariant
16.5057,14.6258,3,invariant
16.5057,13.6371,3,invariant
16.5057,16.4993,3,invariant
16.5057,13.3338,3,invariant
16.5057,13.5008,3,invariant
16.5057,13.6645,3,invariant
16.5057,15.2997,3,invariant
16.5057,15.8809,3,invariant
16.5057,13.3843,3,invariant
12.5635,11.3135,3,invariant
12.5635,11.3930,3,invariant
12.7495,11.0064,3,invariant
10.4466,9.3693,3,invariant
79.1267,79.1267,2,baseline
79.1267,79.1267,2,baseline
13.7654,10.3222,3,invariant
13.7654,10.7087,3,invariant
13.7654,12.2666,3,invariant
12.0521,11.1991,3,invariant
12.0521,12.0521,2,baseline
13.8685,13.0804,3,invariant
13.8685,13.8685,2,baseline
10.9553,9.5626,3,invariant
251.4262,39.8674,3,invariant
251.4262,45.3472,3,invariant
16.9032,14.7446,3,invariant
16.9032,16.0145,3,invariant
16.9032,16.0439,3,invariant
16.9032,16.0821,3,invariant
12.2533,10.1191,3,invariant
12.2533,9.3605,3,invariant
21.0062,21.0062,2,baseline
15.3346,14.6369,3,invariant
15.3346,14.6959,3,invariant
15.3346,15.2408,3,invariant
15.3346,15.3346,2,baseline
15.3346,12.8899,3,invariant
15.3346,13.5648,3,invariant
11.9472,10.6422,3,invariant
11.9472,10.7759,3,invariant
22.5638,18.1764,3,invariant
22.5638,19.1676,3,invariant
22.5638,20.9856,3,invariant
22.5638,22.5638,2,baseline
27.9772,12.7108,3,invariant
16.6522,13.6187,3,invariant
16.6522,14.0555,3,invariant
16.6522,14.5090,3,invariant
16.6522,14.7817,3,invariant
10.9987,10.9016,3,invariant
19.3925,16.2691,3,invariant
19.3925,16.6563,3,invariant
19.3925,17.5041,3,invariant
11.9851,11.4909,3,invariant
11.9851,11.8048,3,invariant
13.5830,13.5830,2,baseline
13.5830,13.5830,2,baseline
13.5899,13.5899,2,baseline
11.7386,10.0791,3,invariant
18.0671,13.8073,3,invariant
18.0671,14.7145,3,invariant
18.0671,15.6814,3,invariant
18.0671,17.0729,3,invariant
18.0671,14.4416,3,invariant
12.6815,11.3388,3,invariant
14.3452,14.3452,2,baseline
14.3452,14.3452,2,baseline
14.3452,14.3452,2,baseline
14.3452,13.4259,3,invariant
14.3452,13.4804,3,invariant
11.8508,11.8508,2,baseline
11.8508,11.8508,2,baseline
11.8508,11.8508,2,baseline
11.8508,11.8508,2,baseline
10.0888,9.8178,3,invariant
10.6187,10.6187,2,baseline
10.6187,10.6187,2,baseline
18.2175,18.2175,2,baseline
13.7093,12.4391,3,invariant
11.4318,9.9516,3,invariant
11.9567,10.7673,3,invariant
11.9567,11.0525,3,invariant
11.9567,11.1078,3,invariant
11.2899,10.6728,3,invariant
11.2899,10.8726,3,invariant
10.3225,9.6900,3,invariant
325.3660,122.2786,3,invariant
325.3660,325.3660,2,baseline
10.8678,10.8678,2,baseline
108.3054,13.7232,3,invariant
108.3054,39.4588,3,invariant
108.3054,56.2849,3,invariant
108.3054,56.7160,3,invariant
11.8453,10.3982,3,invariant
108.4324,24.0859,3,invariant
108.4324,29.0229,3,invariant
15.0054,14.8448,3,invariant
15.0054,15.0054,2,baseline
15.0054,15.0054,2,baseline
36.8074,22.9596,3,invariant
36.8074,36.8074,2,baseline
36.8074,36.8074,2,baseline
211.7496,23.5171,3,invariant
211.7496,24.5133,3,invariant
211.7496,25.7026,3,invariant
10.4331,10.4331,2,baseline
11.0611,11.0611,2,baseline
11.0611,11.0611,2,baseline
11.0611,11.0611,2,baseline
144.8613,29.8859,3,invariant
144.8613,32.0710,3,invariant
144.8613,35.5319,3,invariant
144.8613,37.1174,3,invariant
14.5798,12.8943,3,invariant
14.5798,13.3527,3,invariant
14.5798,13.7978,3,invariant
13.3924,11.7860,3,invariant
13.3924,12.0951,3,invariant
13.3924,13.3924,2,baseline
14.3296,10.7524,3,invariant
14.6708,12.0159,3,invariant
14.6708,13.5684,3,invariant
14.6708,11.8460,3,invariant
12.8573,11.1417,3,invariant
12.8573,12.3409,3,invariant
12.8573,12.5584,3,invariant
14.7921,12.0657,3,invariant
14.7921,12.9445,3,invariant
11.7441,10.5826,3,invariant
11.7441,11.0368,3,invariant
11.0886,10.6699,3,invariant
11.0886,10.9279,3,invariant
11.0886,11.0886,2,baseline
10.5148,10.1390,3,invariant
11.7210,11.3410,3,invariant
11.7210,11.7210,2,baseline
14.1047,14.1047,2,baseline
14.1047,14.1047,2,baseline
14.1047,14.1047,2,baseline
14.1047,14.1047,2,baseline
10.8228,10.8228,2,baseline
10.8228,10.8228,2,baseline
10.8228,10.8228,2,baseline
10.8228,10.8228,2,baseline
9.9949,9.6916,3,invariant
14.6965,14.3132,3,invariant
14.6965,14.6965,2,baseline
14.6965,14.6965,2,baseline
14.6965,14.6965,2,baseline
262.6441,262.6441,2,baseline
12.2468,11.0892,3,invariant
13.6916,12.1065,3,invariant
13.6916,13.6916,2,baseline
12.4173,12.2684,3,invariant
12.4173,11.3051,3,invariant
12.0066,10.5026,3,invariant
12.0066,10.6785,3,invariant
12.9255,10.8775,3,invariant
12.6059,11.5686,3,invariant
14.3987,11.4402,3,invariant
14.3987,11.7739,3,invariant
37.0877,12.1219,3,invariant
37.0877,12.6022,3,invariant
37.0877,37.0877,2,baseline
10.1142,10.1142,2,baseline
14.7654,14.3013,3,invariant
14.7654,14.5943,3,invariant
14.7654,14.7654,2,baseline
14.7654,14.7654,2,baseline
11.9125,11.9125,2,baseline
11.2595,11.2595,2,baseline
11.2595,11.2595,2,baseline
12.8934,12.7927,3,invariant
12.8934,12.8934,2,baseline
10.8970,10.8970,2,baseline
10.8970,10.8970,2,baseline
10.8970,10.8970,2,baseline
11.5008,10.4964,3,invariant
9.2111,9.2111,2,baseline
9.3996,9.3996,2,baseline
11.0817,10.7800,3,invariant
11.0817,11.0817,2,baseline
21.2578,16.9297,3,invariant
21.2578,21.2578,2,baseline
21.2578,21.2578,2,baseline
21.2578,21.2578,2,baseline
21.2578,16.2010,3,invariant
21.2578,18.6158,3,invariant
12.3780,9.4827,3,invariant
11.6432,11.6432,2,baseline
12.2719,10.8240,3,invariant
26.2327,26.2327,1,baseline
26.2327,26.2327,1,baseline
12.2711,12.2711,2,baseline
24.5126,19.3150,3,invariant
24.5126,24.5126,2,baseline
24.5126,24.5126,2,baseline
24.5126,24.5126,2,baseline
24.5126,24.5126,2,baseline
12.2804,12.2804,2,baseline
12.2804,12.2804,2,baseline
11.3960,9.7676,3,invariant
11.8111,10.6817,3,invariant
11.8111,11.8111,2,baseline
11.8111,10.2863,3,invariant
13.2598,12.3108,3,invariant
13.2598,12.7448,3,invariant
11.3662,10.7384,3,invariant
12.1570,12.1570,2,baseline
12.1570,12.1570,2,baseline
12.1570,12.1570,2,baseline
12.1570,12.1570,2,baseline
11.8471,11.6848,3,invariant
14.1426,14.1426,2,baseline
11.4213,11.4213,2,baseline
12.2503,12.2503,2,baseline
12.2503,12.2503,2,baseline
12.2503,12.2503,2,baseline
13.2598,13.2598,2,baseline
13.2598,13.2598,2,baseline
13.2598,13.2598,2,baseline
13.2598,13.2598,2,baseline
13.2598,13.2598,2,baseline
13.2598,13.2598,2,baseline
13.2598,13.2598,2,baseline
13.2598,13.2598,2,baseline
118.5874,41.0551,3,invariant
118.5874,118.5874,1,baseline
20.1791,19.1317,3,invariant
20.1791,20.1791,2,baseline
11.9879,10.6952,3,invariant
14.3350,12.4887,3,invariant
14.3350,13.2220,3,invariant
14.3350,13.3048,3,invariant
14.6385,13.8561,3,invariant
14.6385,14.6385,2,baseline
14.6385,14.6385,2,baseline
14.6385,12.3015,3,invariant
148.0093,20.8384,3,invariant
148.0093,48.0131,3,invariant
22.6058,19.9495,3,invariant
19.2784,19.2784,2,baseline
19.2784,19.2784,2,baseline
19.2784,19.2784,2,baseline
10.5551,10.1699,3,invariant
11.0944,11.0944,2,baseline
11.0944,11.0944,2,baseline
12.0907,12.0907,2,baseline
12.0907,12.0907,2,baseline
12.0907,12.0907,2,baseline
12.0907,11.1175,3,invariant
10.7150,10.7150,2,baseline
9.9527,9.9527,2,baseline
17.5859,14.3972,3,invariant
17.5859,16.6346,3,invariant
17.5859,17.2489,3,invariant
17.5859,16.1815,3,invariant
17.5859,15.7604,3,invariant
17.5859,17.5859,2,baseline
17.5859,15.4720,3,invariant
17.5859,17.5859,2,baseline
17.5859,17.5859,2,baseline
17.5859,17.5859,2,baseline
17.5859,17.5859,2,baseline
10.9212,10.9212,2,baseline
10.9212,10.9212,2,baseline
11.8941,11.8941,2,baseline
11.8941,11.8941,2,baseline
11.8941,11.8941,2,baseline
16.3690,15.6846,3,invariant
16.3690,16.3690,2,baseline
16.3690,16.3690,2,baseline
16.6415,14.1198,3,invariant
16.6415,16.6415,2,baseline
16.6415,16.6415,2,baseline
16.6415,16.6415,2,baseline
16.6415,10.5038,3,invariant
13.5810,13.5810,2,baseline
13.5810,13.5810,2,baseline
13.5810,13.5810,2,baseline
11.9143,11.5553,3,invariant
11.5647,11.5647,2,baseline
11.5647,11.5647,2,baseline
11.5647,11.5647,2,baseline
22.1835,19.6691,3,invariant
9.7720,9.6553,3,invariant
11.2479,10.4350,3,invariant
12.1145,11.1254,3,invariant
10.8132,9.9132,3,invariant
45.9002,27.7940,3,invariant
45.9002,35.1858,3,invariant
45.9002,40.1980,3,invariant
45.9002,40.9642,3,invariant
12.3738,11.5733,3,invariant
12.3738,11.9549,3,invariant
10.6865,10.1570,3,invariant
10.1209,10.1209,2,baseline
10.1209,10.1209,2,baseline
10.1209,10.1209,2,baseline
16.2457,16.0826,3,invariant
16.2457,16.2457,2,baseline
16.2457,16.2457,2,baseline
16.2457,16.2457,2,baseline
12.9026,12.9026,2,baseline
12.9026,12.9026,2,baseline
12.9026,12.9026,2,baseline
12.9026,12.9026,2,baseline
10.5775,9.6788,3,invariant
11.5202,11.5202,2,baseline
11.5202,11.5202,2,baseline
19.4912,11.1946,3,invariant
19.4912,11.3033,3,invariant
12.7252,12.0534,3,invariant
12.7252,12.7252,2,baseline
11.2242,11.2242,2,baseline
11.2242,11.2242,2,baseline
11.2242,11.2242,2,baseline
11.2242,11.2242,2,baseline
11.2242,11.2242,2,baseline
13.9506,12.3584,3,invariant
13.9506,12.4278,3,invariant
13.7426,11.9999,3,invariant
12.6989,10.1156,3,invariant
12.0204,12.0204,2,baseline
12.0204,12.0204,2,baseline
12.0204,12.0204,2,baseline
10.9705,10.9705,2,baseline
10.9705,10.9705,2,baseline
10.9705,10.9705,2,baseline
34.5066,30.8851,3,invariant
34.5066,34.5066,2,baseline
34.5066,34.5066,2,baseline
34.5066,34.5066,2,baseline
10.4112,10.3890,3,invariant
27.8400,27.8400,2,baseline
15.5721,11.7347,3,invariant
15.5721,10.9228,3,invariant
13.1422,12.6868,3,invariant
13.1422,12.9712,3,invariant
13.1422,12.9981,3,invariant
13.1422,13.1422,2,baseline
86.1330,23.8225,3,invariant
86.1330,25.4424,3,invariant
86.1330,25.2121,3,invariant
86.1330,25.3028,3,invariant
86.1330,25.8363,3,invariant
86.1330,28.9558,3,invariant
10.6613,10.6613,2,baseline
11.2032,10.5467,3,invariant
155.6298,12.3176,3,invariant
155.6298,13.3703,3,invariant
11.8489,11.8489,2,baseline
11.8489,11.8489,2,baseline
11.8489,11.8489,2,baseline
11.8489,11.8489,2,baseline
95.9368,26.9366,3,invariant
95.9368,38.3495,3,invariant
95.9368,95.9368,2,baseline
21.2181,18.1718,3,invariant
21.2181,21.2181,2,baseline
21.2181,21.2181,2,baseline
21.2181,21.2181,2,baseline
39.2552,24.3309,3,invariant
38.6342,15.1346,3,invariant
22.4673,15.8295,3,invariant
22.4673,17.0516,3,invariant
22.4673,17.8920,3,invariant
22.4673,18.7947,3,invariant
15.2085,15.2085,2,baseline
15.2085,15.2085,2,baseline
15.2085,15.2085,2,baseline
15.2085,15.2085,2,baseline
9.1829,9.1829,2,baseline
9.7811,9.6567,3,invariant
11.1788,11.1788,2,baseline
11.1788,11.1788,2,baseline
10.4653,10.4653,2,baseline
10.4653,10.4653,2,baseline
10.7832,10.5600,3,invariant
14.2324,14.2324,2,baseline
14.2324,14.2324,2,baseline
14.2324,14.2324,2,baseline
12.5764,12.5764,2,baseline
12.5764,12.5764,2,baseline
12.5764,12.5764,2,baseline
10.5396,10.5396,2,baseline
14.7116,14.7116,2,baseline
15.8693,15.0657,3,invariant
15.8693,15.4637,3,invariant
46.0487,25.3140,3,invariant
46.0487,38.7465,3,invariant
46.0487,46.0487,2,baseline
10.6859,10.3381,3,invariant
54.5298,12.4268,3,invariant
54.5298,13.6879,3,invariant
11.5297,10.1356,3,invariant
14.0306,12.1857,3,invariant
11.8302,11.1482,3,invariant
11.8302,11.8302,2,baseline
11.8302,11.8302,2,baseline
18.8555,18.8555,2,baseline
15.1890,14.1003,3,invariant
15.1890,14.3312,3,invariant
13.2856,11.8225,3,invariant
13.2856,12.2983,3,invariant
36.3170,36.3170,2,baseline
36.3170,36.3170,2,baseline
15.9134,15.9134,2,baseline
15.9134,15.9134,2,baseline
15.9134,15.9134,2,baseline
15.9134,15.9134,2,baseline
11.5838,11.5633,3,invariant
11.5838,11.5838,2,baseline
16.1437,16.1437,2,baseline
16.1437,16.1437,2,baseline
16.1437,16.1437,2,baseline
11.4407,11.4407,2,baseline
17.5279,17.5279,2,baseline
17.5279,14.3314,3,invariant
17.5279,15.5879,3,invariant
17.5279,16.0142,3,invariant
17.5279,16.3277,3,invariant
13.6114,11.9698,3,invariant
12.7576,11.6885,3,invariant
12.7576,11.8951,3,invariant
11.5941,10.6095,3,invariant
14.4130,10.9257,3,invariant
11.8705,10.1002,3,invariant
20.9792,18.7697,3,invariant
20.9792,19.1457,3,invariant
20.9792,20.9792,2,baseline
20.9792,20.9792,2,baseline
14.0891,14.0891,2,baseline
14.0891,14.0891,2,baseline
14.0891,14.0891,2,baseline
14.2779,11.1390,3,invariant
12.4055,12.1584,3,invariant
12.4055,12.2602,3,invariant
12.4055,12.4055,2,baseline
14.5062,13.3320,3,invariant
14.5062,14.4338,3,invariant
11.7335,11.7335,2,baseline
11.7335,11.7335,2,baseline
11.7335,11.7335,2,baseline
25.6378,15.4580,3,invariant
25.6378,25.6378,2,baseline
12.2528,11.6003,3,invariant
12.2528,11.1484,3,invariant
159.4017,32.4698,3,invariant
159.4017,159.4017,2,baseline
159.4017,159.4017,2,baseline
159.4017,159.4017,2,baseline
13.4198,12.8374,3,invariant
12.8759,12.8140,3,invariant
25.4307,19.1715,3,invariant
25.4307,25.4307,2,baseline
25.4307,25.4307,2,baseline
13.7381,13.7381,2,baseline
13.7381,13.7381,2,baseline
13.7381,13.7381,2,baseline
13.7381,13.7381,2,baseline
17.7226,17.2994,3,invariant
174.2824,137.3909,3,invariant
13.9849,11.8543,3,invariant
13.9849,12.0433,3,invariant
235.5067,33.0359,3,invariant
235.5067,35.7704,3,invariant
235.5067,44.1294,3,invariant
14.7339,14.7339,2,baseline
15.8116,14.2227,3,invariant
15.8116,15.7658,3,invariant
15.8116,15.8116,2,baseline
15.8116,12.3125,3,invariant
15.8116,13.1374,3,invariant
15.0587,13.2184,3,invariant
15.0587,13.2339,3,invariant
15.0587,15.0587,2,baseline
12.3225,10.1015,3,invariant
23.9460,18.4304,3,invariant
23.9460,20.7335,3,invariant
81.5619,81.5619,1,baseline
81.5619,81.5619,1,baseline
81.5619,81.5619,1,baseline
81.5619,81.5619,1,baseline
13.8695,12.5487,3,invariant
14.4754,12.9872,3,invariant
14.4754,13.9602,3,invariant
14.4754,14.4754,2,baseline
14.4754,14.4754,2,baseline
14.1969,14.1969,2,baseline
14.1969,14.1969,2,baseline
14.1969,14.1969,2,baseline
16.3114,16.3114,2,baseline
11.5432,11.5432,2,baseline
11.5432,11.5432,2,baseline
11.5432,11.5432,2,baseline
11.5432,11.5432,2,baseline
13.8573,13.8573,2,baseline
13.8573,13.8573,2,baseline
13.8573,13.8573,2,baseline
12.4967,10.7713,3,invariant
11.2153,9.9664,3,invariant
16.2222,16.2222,2,baseline
16.2222,16.2222,2,baseline
16.2222,16.2222,2,baseline
12.3628,11.0532,3,invariant
14.7766,14.7766,2,baseline
14.7766,14.7766,2,baseline
14.7766,14.7766,2,baseline
14.7766,14.7766,2,baseline
140.6213,140.6213,2,baseline
140.6213,140.6213,2,baseline
140.6213,140.6213,2,baseline
140.6213,140.6213,2,baseline
12.0226,11.7394,3,invariant
12.8637,11.9382,3,invariant
12.8637,12.5947,3,invariant
12.8637,12.8637,2,baseline
13.0283,12.9441,3,invariant
13.0283,13.0283,2,baseline
16.4632,13.1847,3,invariant
16.4632,11.0398,3,invariant
16.4632,12.7050,3,invariant
19.7511,19.7511,2,baseline
19.7511,19.7511,2,baseline
236.8421,13.9464,3,invariant
236.8421,14.2228,3,invariant
11.5825,9.3937,3,invariant
15.4320,13.9744,3,invariant
15.4320,15.4320,2,baseline
14.8769,14.8769,2,baseline
14.8769,14.8769,2,baseline
12.6990,11.6236,3,invariant
14.4984,12.2877,3,invariant
14.4984,12.5940,3,invariant
17.0416,13.9272,3,invariant
17.0416,13.0215,3,invariant
26.8585,26.8585,1,baseline
26.8585,26.8585,2,baseline
26.8585,26.8585,2,baseline
26.8585,26.8585,1,baseline
26.8585,26.8585,1,baseline
26.8585,26.8585,2,baseline
26.8585,26.8585,2,baseline
26.8585,26.8585,2,baseline
14.2883,10.9508,3,invariant
14.2438,13.5750,3,invariant
18.3145,18.3145,2,baseline
18.3145,18.3145,2,baseline
18.3145,18.3145,2,baseline
18.3145,18.3145,2,baseline
11.9071,10.1106,3,invariant
15.0721,11.9093,3,invariant
15.0721,13.0657,3,invariant
12.1333,9.5241,3,invariant
13.6847,12.1571,3,invariant
13.6847,12.3284,3,invariant
13.6847,12.9840,3,invariant
13.6847,13.0900,3,invariant
14.0152,10.6335,3,invariant
14.0152,11.8725,3,invariant
13.7838,11.9719,3,invariant
13.7838,12.1267,3,invariant
13.7838,13.0172,3,invariant
217.2132,87.6097,3,invariant
14.0521,12.5797,3,invariant
14.0521,13.2226,3,invariant
14.0521,13.4824,3,invariant
13.7578,12.1917,3,invariant
13.7578,12.5920,3,invariant
13.2579,10.3756,3,invariant
13.3572,13.1978,3,invariant
13.3572,13.3572,2,baseline
15.6032,15.6032,2,baseline
15.6032,15.6032,2,baseline
13.1126,12.0062,3,invariant
13.1045,11.9278,3,invariant
11.0664,9.8696,3,invariant
11.0664,10.3407,3,invariant
15.8672,12.0310,3,invariant
33.4141,33.4141,2,baseline
33.4141,33.4141,2,baseline
33.4141,33.4141,2,baseline
47.2267,14.7575,3,invariant
47.2267,16.8479,3,invariant
47.2267,24.8567,3,invariant
47.2267,28.8107,3,invariant
17.3483,13.1735,3,invariant
17.3483,13.9509,3,invariant
17.3483,14.0749,3,invariant
17.3483,11.8779,3,invariant
17.3483,14.1307,3,invariant
28.0146,16.7302,3,invariant
28.0146,26.2136,3,invariant
28.0146,28.0146,2,baseline
28.0146,28.0146,2,baseline
28.0146,28.0146,2,baseline
28.0146,28.0146,2,baseline
12.8582,11.6890,3,invariant
21.8668,14.9498,3,invariant
21.8668,15.4629,3,invariant
21.8668,18.7556,3,invariant
14.5314,12.5924,3,invariant
12.6852,9.9645,3,invariant
92.5319,16.5445,3,invariant
92.5319,16.7565,3,invariant
11.2723,10.7415,3,invariant
13.9586,13.8814,3,invariant
13.9586,13.9586,2,baseline
13.9586,13.9586,2,baseline
13.9586,13.9586,2,baseline
13.3797,13.3797,2,baseline
14.9240,14.2461,3,invariant
22.4636,22.4636,2,baseline
13.1239,11.8908,3,invariant
13.1239,12.5661,3,invariant
17.0613,12.5606,3,invariant
13.9630,10.8021,3,invariant
13.9630,10.9377,3,invariant
162.3026,99.6780,3,invariant
162.3026,143.0589,3,invariant
162.3026,152.6213,3,invariant
162.3026,154.2402,3,invariant
12.6239,11.0751,3,invariant
12.6239,11.5401,3,invariant
12.6239,11.7913,3,invariant
18.8753,18.8753,2,baseline
18.8753,18.8753,2,baseline
18.8753,18.8753,2,baseline
18.8753,18.8753,2,baseline
14.6750,14.6750,2,baseline
14.6750,14.6750,2,baseline
14.6750,14.6750,2,baseline
11.6638,11.6638,2,baseline
11.6638,11.6638,2,baseline
11.6638,11.6638,2,baseline
11.8216,10.5221,3,invariant
11.8216,11.2734,3,invariant
12.9729,12.9729,2,baseline
12.4931,12.4931,2,baseline
11.7930,11.7930,2,baseline
11.7930,11.7930,2,baseline
11.7930,11.7930,2,baseline
14.3620,12.3594,3,invariant
16.2445,16.2445,2,baseline
16.2445,16.2445,2,baseline
16.2445,16.2445,2,baseline
13.5746,10.8355,3,invariant
16.6577,12.6143,3,invariant
15.1728,13.3493,3,invariant
15.1728,14.8244,3,invariant
15.1728,14.8496,3,invariant
15.1728,15.1728,2,baseline
78.7705,26.2556,3,invariant
78.7705,26.9932,3,invariant
78.7705,58.9099,3,invariant
78.7705,61.5604,3,invariant
17.6610,11.1685,3,invariant
15.0341,11.4756,3,invariant
15.0341,11.5813,3,invariant
13.9688,10.8504,3,invariant
18.4852,15.5765,3,invariant
18.4852,18.4852,2,baseline
18.4852,18.4852,2,baseline
15.4341,12.5654,3,invariant
356.1955,18.5408,3,invariant
356.1955,19.5710,3,invariant
356.1955,21.9192,3,invariant
14.6378,11.3241,3,invariant
168.9717,87.8388,3,invariant
168.9717,168.9717,1,baseline
168.9717,168.9717,1,baseline
13.9950,11.5292,3,invariant
24.4842,14.6793,3,invariant
24.4842,15.6085,3,invariant
24.4842,16.4756,3,invariant
14.8334,14.8334,2,baseline
54.7889,47.8465,3,invariant
54.7889,54.7889,2,baseline
249.8983,29.0950,3,invariant
249.8983,29.3865,3,invariant
249.8983,31.7010,3,invariant
62.0992,14.7555,3,invariant
62.0992,21.9259,3,invariant
62.0992,47.7256,3,invariant
62.0992,55.4674,3,invariant
62.0992,58.6681,3,invariant
62.0992,62.0992,2,baseline
62.0992,62.0992,2,baseline
65.8760,19.0931,3,invariant
65.8760,22.1900,3,invariant
65.8760,52.0248,3,invariant
65.8760,54.1216,3,invariant
13.8406,13.8406,2,baseline
13.8406,13.8406,2,baseline
14.1062,12.7029,3,invariant
14.1062,12.2087,3,invariant
14.1062,12.7053,3,invariant
14.1062,13.7318,3,invariant
13.3218,11.2583,3,invariant
13.3218,11.3756,3,invariant
64.9319,64.9319,2,baseline
